id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore,score
73,11,0.8333333333,0.75,1,0.6666666667,1,0.75,1,0,0,1,0.56,-0.15,0.47,9,0.75
73,12,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,1,0.75,0,0,1,0.53,0.11,0.56,8,0.75
73,13,0.8333333333,0.75,0.8333333333,0.5,1,1,0.75,0,1,8,0.53,0.15,0.45,7,0.75
73,14,0.6666666667,0.5,0.8333333333,0.8333333333,1,1,0.5,0.25,1,7,0.67,0.37,0.45,8,0.75
73,15,0.8333333333,0.5,1,0.8333333333,1,1,1,0.25,0,1,0.67,-0.18,0.57,8,0.5
73,16,0.8333333333,0.75,0.8333333333,1,0.83333333,0.75,0.75,1,1,0,0.47,-0.17,0.53,7,0.75
73,17,0.5,0.75,0.6666666667,1,0.83333333,0.75,0.75,1,1,4,0.43,-0.64,0.37,7,0.75
73,18,0.6666666667,0.75,0.6666666667,0.8333333333,0.83333333,0.75,0.75,0.75,1,0,0.48,-0.87,0.57,7,0.75
73,19,0.6666666667,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.75,1,0,0.53,0,0.56,8,0.75
73,20,0.6666666667,0.75,0.6666666667,1,0.5,0.75,0.75,1,1,4,0.49,-0.53,0.48,8,0.75
73,21,0.1666666667,0.25,0.3333333333,0.5,0.66666667,0.75,0.25,0,5,9,0.18,-0.27,0.16,6,0.25
73,22,0.1666666667,0.25,0.1666666667,0.5,0.33333333,0.25,0.25,0.25,4,9,0.11,-0.4,0.19,7,0.25
73,23,0.5,0.25,0.6666666667,0.6666666667,0.66666667,1,0.75,0,5,9,0.3,-0.02,0.26,5,0.5
73,24,0.3333333333,0.25,0.1666666667,0.6666666667,0.83333333,0.25,0.25,0.25,4,5,0.41,0.15,0.23,7,0.25
73,25,0.3333333333,0.25,0.5,0.5,0.83333333,0.75,0.25,0.25,4,4,0.31,-0.06,0.24,8,0.25
73,26,0.6666666667,0.5,0.8333333333,0.8333333333,0.5,0.5,0.5,1,1,0,0.45,-0.09,0.33,7,0.5
73,27,0.6666666667,0.5,0.5,0.6666666667,0.5,0.5,0.5,1,1,4,0.43,-0.46,0.35,6,0.5
73,28,0.5,0.5,0.5,0.8333333333,0.33333333,0.5,0.5,0.25,1,4,0.41,-0.65,0.33,4,0.5
73,29,0.5,0.5,0.5,0.8333333333,0.5,0.5,0.5,0.75,1,2,0.56,0.11,0.27,8,0.5
73,30,0.6666666667,0.5,0.6666666667,0.6666666667,0.5,0.5,0.5,1,1,4,0.46,-0.33,0.34,8,0.5
73,31,0.5,0.5,0.5,1,0.83333333,0.75,0.5,0.75,5,9,0.4,-0.25,0.31,7,0.25
74,0,0.8,1,1,0.6,1,1,1,0.375,0,0,0.58,-0.64,0.7,8,1.0
74,1,0.8,0.875,1,0.8,0.8,1,1,0.5,0,0,0.6,-0.67,0.72,8,1.0
74,2,0.8,0.75,1,0,1,1,0.875,0.25,0,1,0.54,-0.81,0.7,7,0.875
74,3,0.6,0.75,0.8,0,0.8,0.875,0.75,0.375,0,0,0.5,-1.13,0.63,8,0.875
74,4,0.6,0.75,0.6,0.4,0.8,0.875,0.875,0.125,0,0,0.5,-0.99,0.52,8,0.75
74,5,0.4,0.625,0.6,0.4,0.4,0.75,0.625,0.375,1,9,0.37,-0.88,0.46,7,0.625
74,6,0.4,0.625,0.6,0.4,0.6,0.75,0.5,0.375,1,4,0.34,-0.8,0.45,7,0.5
74,7,0.4,0.625,0.4,0.2,0.4,0.75,0.5,0.375,1,4,0.33,-0.75,0.45,7,0.5
74,8,0.4,0.5,0.6,0.2,0.6,0.625,0.5,0.5,1,0,0.36,-0.43,0.48,7,0.5
74,9,0.4,0.5,0.4,0.4,0.6,0.75,0.5,0.375,1,0,0.36,-0.12,0.38,6,0.5
74,10,0.2,0.375,0.8,0,0.6,0.5,0.625,0.125,3,4,0.35,-0.36,0.33,7,0.25
74,11,0.2,0.25,0.8,0.2,0.6,0.375,0.75,0.375,3,5,0.36,-0.59,0.34,8,0.25
74,12,0.2,0.25,0.4,0.2,0.8,0.5,0.375,0.125,3,7,0.39,0.03,0.4,7,0.25
74,13,0.2,0.375,0.8,0.2,0.6,0.625,0.625,0.125,5,4,0.32,-0.36,0.37,8,0.25
74,14,0.2,0.5,0.2,0.4,0.4,0.5,0.375,0.125,3,9,0.35,0.09,0.45,8,0.375
74,15,0.2,0.5,0.6,0,0.6,0.625,0.375,0.25,1,4,0.25,-0.25,0.35,7,0.5
74,16,0.4,0.5,0.8,0,0.4,0.625,0.5,0.25,1,0,0.25,-0.59,0.39,5,0.5
74,17,0.2,0.375,0.4,0,0.2,0.5,0.25,0.25,1,4,0.33,-0.39,0.4,7,0.375
74,18,0.4,0.625,0.6,0,0.6,0.5,0.375,0.25,2,4,0.22,-0.06,0.36,7,0.375
74,19,0.2,0.5,0.4,0.2,0.6,0.75,0.375,0.25,2,4,0.29,-0.65,0.31,5,0.375
75,0,1,1,1,0.7142857143,1,1,1,0.5454545455,0,1,0.62,-0.43,0.77,8,0.9090909090909091
75,1,1,1,1,1,1,1,1,0.6363636364,0,0,0.68,-0.57,0.71,7,0.8181818181818182
75,2,0.8571428571,0.9090909091,1,0.8571428571,1,1,0.7272727273,0.7272727273,0,0,0.64,-0.31,0.71,8,0.8181818181818182
75,3,1,1,1,1,1,1,0.9090909091,0.7272727273,0,1,0.66,-0.37,0.69,8,0.8181818181818182
75,4,1,1,1,0.8571428571,1,1,1,0.6363636364,1,1,0.66,-0.45,0.72,8,0.8181818181818182
75,5,0.8571428571,0.8181818182,1,0.8571428571,1,1,0.8181818182,0.7272727273,0,0,0.66,-0.5,0.72,8,0.8181818181818182
75,6,0.7142857143,0.8181818182,1,0.7142857143,0.85714286,1,0.8181818182,0.5454545455,2,4,0.55,-0.24,0.65,8,0.8181818181818182
75,7,0.7142857143,1,1,0.7142857143,0.71428571,0.9090909091,1,0.5454545455,1,5,0.55,-0.53,0.65,8,0.9090909090909091
75,8,0.2857142857,0.1818181818,0.2857142857,0.1428571429,0.28571429,0.1818181818,0.1818181818,0.2727272727,5,4,0.3,-0.29,0.28,5,0.2727272727272727
75,9,0.2857142857,0.1818181818,0.2857142857,0.2857142857,0.71428571,0.3636363636,0.09090909,0.2727272727,5,8,0.35,-0.41,0.32,5,0.2727272727272727
75,10,0.2857142857,0.3636363636,0.2857142857,0.2857142857,0.28571429,0.2727272727,0.09090909,0.1818181818,5,4,0.36,-0.7,0.3,0,0.2727272727272727
75,11,0.2857142857,0.1818181818,0.2857142857,0.1428571429,0.42857143,0.2727272727,0.09090909,0.1818181818,2,4,0.3,-0.28,0.31,6,0.2727272727272727
75,12,0.2857142857,0.1818181818,0.2857142857,0.2857142857,0.28571429,0.2727272727,0.2727272727,0.3636363636,4,9,0.24,-0.26,0.29,0,0.2727272727272727
75,13,0.5714285714,0.7272727273,0.5714285714,0.4285714286,0.85714286,0.8181818182,0.8181818182,0.4545454545,2,4,0.51,-0.27,0.53,8,0.7272727272727273
75,14,0.4285714286,0.7272727273,0.8571428571,0.7142857143,0.42857143,0.7272727273,0.8181818182,0.6363636364,1,4,0.53,-0.28,0.62,8,0.8181818181818182
76,0,1,0.875,1,0.1666666667,1,1,1,0.875,0,0,0.68,-0.48,0.63,8,1.0
76,1,1,1,1,0.3333333333,1,1,1,0.625,0,0,0.7,0.03,0.56,8,1.0
76,2,1,1,1,0.3333333333,1,1,1,0.625,0,0,0.74,-0.38,0.61,8,1.0
76,3,1,1,1,0.1666666667,1,1,1,0.625,0,0,0.68,0.13,0.62,8,1.0
76,4,1,1,1,0.3333333333,1,1,1,0.5,0,0,0.74,-0.33,0.62,8,1.0
76,5,1,1,1,0,1,1,1,0.625,0,1,0.68,-0.16,0.65,8,1.0
76,6,0.3333333333,0.75,0.5,0.5,0.33333333,0.75,0.5,0.375,2,7,0.56,-0.14,0.5,8,0.5
76,7,0.5,0.75,0.8333333333,0.1666666667,0.33333333,0.75,0.75,0.25,5,9,0.62,-0.8,0.53,8,0.5
76,8,0.3333333333,0.75,0.6666666667,0.3333333333,0.33333333,0.625,0.75,0.625,4,8,0.59,-0.13,0.5,6,0.5
76,9,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.25,1,6,0.54,-0.21,0.48,8,0.625
76,10,0.5,0.625,0.6666666667,0.3333333333,0.66666667,0.75,0.625,0.375,1,4,0.39,-0.44,0.43,6,0.75
76,11,0.5,0.625,0.6666666667,0.3333333333,0.5,0.75,0.625,0.375,1,0,0.43,-0.47,0.36,5,0.75
76,12,0.5,0.75,0.5,0.1666666667,0.83333333,0.625,0.625,0.375,1,0,0.44,-0.45,0.41,7,0.75
76,13,0.5,0.625,0.5,0.3333333333,0.83333333,0.75,0.5,0.25,1,0,0.42,-0.61,0.39,6,0.75
76,14,0.6666666667,0.875,0.8333333333,0.1666666667,0.83333333,0.75,0.875,0.625,1,0,0.43,0.03,0.37,8,0.625
77,0,1,1,1,0.4,1,0.8,1,0.6,0,0,0.74,0.02,0.83,7,1.0
77,1,0.8,0.8,0.8,1,1,1,0.8,0.6,0,0,0.86,0.06,0.82,8,1.0
77,2,0.8,0.6,0.8,0.6,0.8,0.6,0.6,0.4,0,0,0.78,0.34,0.88,7,0.8
77,3,0.8,0.8,0.8,0.6,0.8,1,1,0.4,0,1,0.75,-0.14,0.8,8,0.8
77,4,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.4,4,9,0.17,0.32,0.2,6,0.2
77,5,0.2,0.4,0.2,0.4,0.2,0.8,0.2,0.4,5,9,0.17,-0.23,0.09,7,0.2
77,6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0,5,9,0.21,0.88,0.16,6,0.2
77,7,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.4,5,9,0.18,-0.1,0.1,8,0.2
77,8,0.2,0.4,0.2,0.4,0.4,0.8,0.4,0.2,5,9,0.24,0.12,0.31,8,0.4
77,9,0.4,0.4,0.4,0.2,0.4,0.6,0.6,0.4,1,4,0.57,-1.04,0.39,6,0.6
77,10,0.2,0.6,0.4,0.4,0.4,0.6,0.4,0.4,1,0,0.49,0.16,0.32,6,0.6
77,11,0.2,0.4,0.2,0,0.4,0.4,0.4,0.2,1,0,0.44,-0.21,0.39,8,0.4
77,12,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,1,0,0.44,-0.07,0.37,8,0.6
77,13,0.2,0.4,0.6,0,0.4,0.4,0.6,0,1,4,0.41,-0.06,0.41,6,0.6
78,0,1,0.8333333333,1,0.8,1,1,1,0.5,0,1,0.81,-0.22,0.92,8,1.0
78,1,1,1,1,0.6,1,1,1,0.3333333333,0,1,0.77,-0.19,0.87,8,0.8333333333333334
78,2,1,1,1,0.6,1,1,1,0.5,0,1,0.71,-0.12,0.95,8,1.0
78,3,0.9,0.8333333333,1,0.5,1,1,1,0.3333333333,0,2,0.62,0.12,0.86,8,0.8333333333333334
78,4,1,1,1,0.5,1,1,1,0.3333333333,0,1,0.75,-0.03,0.91,8,0.8333333333333334
78,5,0.9,0.8333333333,1,0.6,0.9,0.8333333333,0.8333333333,0.5,1,5,0.73,-0.44,0.8,8,0.8333333333333334
78,6,1,1,1,0.8,1,1,1,0.5,0,0,0.79,-0.06,0.83,8,1.0
78,7,0.4,0.5,0.5,0.6,0.6,0.6666666667,0.6666666667,0.1666666667,2,7,0.56,-0.03,0.63,8,0.6666666666666666
78,8,0.5,0.6666666667,0.6,0.5,0.5,0.6666666667,0.6666666667,0.3333333333,3,4,0.42,0.45,0.64,8,0.5
78,9,0.4,0.5,0.4,0.5,0.7,0.6666666667,0.5,0.1666666667,4,9,0.44,0.03,0.46,7,0.6666666666666666
78,10,0.5,0.5,0.6,0.5,0.7,0.6666666667,0.5,0.3333333333,4,8,0.43,0.21,0.4,6,0.5
78,11,0.4,0.5,0.5,0.6,0.5,0.6666666667,0.5,0.1666666667,2,8,0.37,-0.03,0.49,8,0.6666666666666666
78,12,0.2,0.3333333333,0.4,0.4,0.4,0.5,0.3333333333,0.1666666667,4,9,0.29,0.19,0.3,6,0.3333333333333333
78,13,0.2,0.3333333333,0.2,0.2,0.3,0.3333333333,0.3333333333,0.1666666667,2,10,0.37,-0.04,0.32,6,0.3333333333333333
78,14,0.2,0.3333333333,0.2,0.2,0.4,0.3333333333,0.3333333333,0.1666666667,4,7,0.38,0.15,0.38,6,0.3333333333333333
78,15,0.4,0.5,0.4,0.3,0.5,0.6666666667,0.5,0.3333333333,3,8,0.44,-0.04,0.51,6,0.5
78,16,0.2,0.3333333333,0.2,0.3,0.4,0.3333333333,0.3333333333,0.1666666667,4,9,0.28,0.53,0.31,6,0.3333333333333333
78,17,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,1,7,0.45,-0.19,0.58,8,0.6666666666666666
78,18,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,2,4,0.45,-0.1,0.47,7,0.6666666666666666
78,19,0.5,0.5,0.6,0.4,0.6,0.6666666667,0.5,0.1666666667,3,7,0.41,0.06,0.38,7,1.0
78,20,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,9,0.38,0.07,0.44,7,0.6666666666666666
78,21,0.3,0.1666666667,0.2,0.3,0.5,0.3333333333,0.1666666667,0.3333333333,5,9,0.34,0.36,0.42,8,0.16666666666666666
78,22,0.2,0.3333333333,0.2,0,0.5,0.5,0.3333333333,0.1666666667,4,12,0.33,0.32,0.26,6,0.5
78,23,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,6,0.46,-0.27,0.37,7,0.6666666666666666
78,24,0.2,0.3333333333,0.2,0.1,0.4,0.5,0.3333333333,0.1666666667,3,9,0.35,0.44,0.27,6,0.5
78,25,0.6,0.6666666667,0.6,0.4,0.5,0.6666666667,0.6666666667,0.1666666667,5,7,0.37,0.2,0.38,8,0.6666666666666666
78,26,0.3,0.1666666667,0.3,0.1,0.3,0.1666666667,0.1666666667,0,3,7,0.33,-0.15,0.2,7,0.16666666666666666
78,27,0.3,0.1666666667,0.3,0.2,0.4,0.5,0.3333333333,0.1666666667,3,7,0.36,-0.4,0.42,7,0.3333333333333333
78,28,0.3,0.1666666667,0.3,0.3,0.4,0.3333333333,0.3333333333,0,3,9,0.27,-0.08,0.21,5,0.3333333333333333
78,29,0.1,0.1666666667,0.1,0.2,0.5,0.3333333333,0.1666666667,0,4,9,0.32,-0.24,0.18,6,0.16666666666666666
78,30,0.4,0.3333333333,0.5,0.3,0.7,0.5,0.5,0,2,8,0.53,-0.25,0.47,7,0.5
78,31,0.1,0.1666666667,0.2,0,0.2,0.3333333333,0.1666666667,0,3,12,0.2,-0.36,0.15,5,0.16666666666666666
78,32,0.1,0.1666666667,0.1,0,0.2,0.1666666667,0.1666666667,0,3,12,0.24,0.06,0.12,5,0.3333333333333333
78,33,0.1,0.1666666667,0.1,0.1,0.5,0.1666666667,0.1666666667,0.1666666667,4,12,0.24,0.29,0.14,6,0.16666666666666666
78,34,0.1,0.1666666667,0.1,0,0.3,0.1666666667,0.1666666667,0,3,7,0.29,-0.06,0.17,6,0.16666666666666666
78,35,0.1,0.1666666667,0.1,0,0.4,0.3333333333,0.1666666667,0,3,4,0.27,-0.3,0.15,5,0.16666666666666666
79,0,0.75,1,0.875,0.875,1,0.75,1,0.625,0,0,0.75,-0.93,0.74,7,0.875
79,1,0.875,0.625,0.875,1,0.875,0.875,0.875,0.375,2,3,0.73,-0.46,0.73,8,0.75
79,2,1,0.875,1,0.875,1,0.75,0.875,0.875,1,2,0.74,-0.07,0.76,8,0.875
79,3,0.875,0.875,0.875,0.75,1,0.875,0.875,0.25,0,0,0.69,-0.6,0.72,7,0.75
79,4,0.5,0.375,0.5,0.75,0.75,0.5,0.625,0.375,0,0,0.65,0.02,0.53,8,0.375
79,5,0.5,0.5,0.5,0.875,0.625,0.5,0.625,0.375,1,4,0.41,0.3,0.42,6,0.5
79,6,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.25,2,4,0.61,-0.42,0.53,6,0.375
79,7,0.375,0.25,0.375,0.625,0.5,0.375,0.25,0.375,2,3,0.65,-0.25,0.52,7,0.375
79,8,0.375,0.25,0.375,0.625,0.625,0.375,0.375,0.25,1,1,0.64,-0.62,0.61,6,0.375
79,9,0.375,0.375,0.5,0.5,0.5,0.375,0.5,0.375,2,2,0.62,-0.37,0.61,6,0.25
79,10,0.375,0.25,0.375,0.375,0.375,0.375,0.25,0.25,2,0,0.57,-0.71,0.51,6,0.375
79,11,0.125,0.375,0.25,0.375,0.625,0.375,0.5,0.625,3,9,0.17,0.52,0.24,5,0.25
79,12,0.25,0.375,0.375,0.75,0.375,0.625,0.375,0.5,2,4,0.35,0.91,0.32,6,0.25
79,13,0.5,0.25,0.375,0.5,0.375,0.375,0.25,0.625,5,9,0.16,0.58,0.15,6,0.125
79,14,0.5,0.375,0.375,0.75,0.375,0.25,0.375,0.625,5,9,0.25,0.67,0.27,5,0.25
79,15,0.25,0.375,0.5,0.5,0.375,0.375,0.5,0.25,3,9,0.18,0.55,0.29,5,0.25
79,16,0.25,0.25,0.375,0.125,0.375,0.25,0.375,0.25,2,4,0.4,-0.21,0.44,6,0.125
79,17,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.5,2,4,0.48,-0.07,0.4,5,0.125
79,18,0.125,0.125,0.125,0.25,0.375,0.375,0.125,0.375,2,2,0.44,0.19,0.48,6,0.125
79,19,0.125,0.125,0.125,0.125,0.25,0.375,0.125,0.5,3,5,0.44,-0.43,0.41,6,0.125
79,20,0.125,0.125,0.125,0.375,0.25,0.375,0.125,0.25,2,3,0.48,-0.23,0.4,5,0.25
79,21,0.125,0.25,0.125,0,0.25,0.25,0.375,0.125,3,11,0.31,-0.37,0.25,2,0.25
79,22,0.125,0.25,0.125,0.125,0.125,0.375,0.25,0.25,2,4,0.28,-0.52,0.25,5,0.125
79,23,0.125,0.375,0.125,0.125,0.125,0.25,0.375,0.25,3,12,0.18,-0.09,0.29,5,0.125
79,24,0.125,0.375,0.125,0.125,0.25,0.25,0.25,0,3,8,0.29,0.06,0.25,5,0.125
79,25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.125,3,4,0.29,-0.59,0.24,0,0.25
80,0,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.72,-0.53,0.67,8,0.6666666666666666
80,1,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.76,0.41,0.68,8,0.6666666666666666
80,2,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.75,0.02,0.67,8,0.5
80,3,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.77,0,0.71,8,0.6666666666666666
80,4,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.71,0.24,0.66,8,0.6666666666666666
80,5,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,1,0.76,0.39,0.67,8,0.6666666666666666
80,6,0,0,0.25,0,0,0,0,0.1666666667,1,0,0.18,-0.62,0.11,5,0.0
80,7,0,0,0,0,0,0,0,0.1666666667,5,4,0.19,-0.25,0.15,5,0.0
80,8,0,0,0,0.25,0,0,0,0.3333333333,5,4,0.26,-0.86,0.16,8,0.0
80,9,0,0,0,0,0,0.1666666667,0,0,5,0,0.19,-0.36,0.18,8,0.0
80,10,0,0,0,0,0,0,0,0.1666666667,4,8,0.15,-0.16,0.14,7,0.0
81,0,1,0.6,1,0.4,1,0.8,0.6,0.2,0,0,0.6,0.62,0.58,7,0.8
81,1,1,0.6,1,0.2,1,0.6,0.6,0.2,0,0,0.45,-0.31,0.59,8,0.8
81,2,1,0.8,0.8,0.2,1,0.8,0.8,0.2,1,4,0.47,-0.09,0.33,8,0.8
81,3,1,0.8,1,0.2,0.8,0.8,0.8,0,0,4,0.52,-0.14,0.63,8,0.4
82,0,1,1,1,1,1,1,1,0.8571428571,0,1,0.86,1.21,0.79,7,1.0
82,1,1,1,1,1,1,1,1,0.8571428571,0,0,0.87,0.59,0.84,8,1.0
82,2,1,1,1,1,1,1,1,0.8571428571,0,1,0.7,0.38,0.81,8,1.0
82,3,1,1,1,0.8,1,1,1,0.7142857143,0,0,0.8,0.58,0.87,8,1.0
82,4,1,1,1,1,1,1,1,0.8571428571,0,1,0.88,0.86,0.87,7,1.0
82,5,1,1,1,0.8,0.8,1,1,0.8571428571,1,1,0.85,0.53,0.9,8,1.0
82,6,0.6,0.7142857143,0.6,0.2,0.8,0.5714285714,0.7142857143,0.5714285714,1,8,0.57,-0.24,0.54,8,0.42857142857142855
82,7,0.6,0.7142857143,0.6,0.6,0.8,0.7142857143,0.8571428571,0.5714285714,2,6,0.7,0.29,0.71,7,0.8571428571428571
82,8,0.6,0.7142857143,0.6,0.4,0.6,0.7142857143,0.7142857143,0.5714285714,0,1,0.69,0.47,0.72,8,0.7142857142857143
82,9,0.6,0.7142857143,0.8,0.4,0.8,0.8571428571,0.8571428571,0.7142857143,1,4,0.68,0.49,0.64,8,0.7142857142857143
82,10,0.6,0.7142857143,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,1,0.74,0.52,0.75,6,0.7142857142857143
82,11,0.6,0.7142857143,0.6,0.2,0.6,0.5714285714,0.7142857143,0.4285714286,1,5,0.29,0.22,0.45,6,0.5714285714285714
82,12,0.6,0.7142857143,0.6,0.6,0.6,0.5714285714,0.8571428571,0.5714285714,1,2,0.55,0.35,0.57,6,0.8571428571428571
82,13,0.6,0.8571428571,0.6,0.6,0.6,0.8571428571,0.8571428571,0.7142857143,2,5,0.62,0.69,0.62,6,0.7142857142857143
82,14,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.8571428571,0.5714285714,1,4,0.58,0.39,0.62,8,1.0
82,15,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,0,0.57,0.41,0.65,6,0.8571428571428571
82,16,0.2,0.1428571429,0.2,0,0.2,0.2857142857,0.5714285714,0.1428571429,4,9,0.1,0.7,0.14,6,0.0
82,17,0.2,0.5714285714,0.2,0.2,0.2,0.2857142857,0.5714285714,0.2857142857,3,14,0.33,0.39,0.39,0,0.42857142857142855
82,18,0.2,0.4285714286,0.2,0.2,0.2,0.5714285714,0.5714285714,0.1428571429,5,7,0.34,0.96,0.27,2,0.2857142857142857
82,19,0.2,0.5714285714,0.2,0,0.2,0.5714285714,0.7142857143,0.2857142857,2,5,0.27,0.14,0.33,7,0.2857142857142857
82,20,0.2,0.5714285714,0.2,0.2,0.2,0.4285714286,0.5714285714,0.2857142857,2,5,0.27,0.21,0.43,6,0.2857142857142857
82,21,0.2,0.4285714286,0.4,0,0.4,0.5714285714,0.7142857143,0.2857142857,5,9,0.33,0.6,0.24,8,0.2857142857142857
82,22,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,5,9,0.35,-0.01,0.34,5,0.42857142857142855
82,23,0.2,0.2857142857,0.2,0,0.2,0.4285714286,0.4285714286,0.4285714286,5,9,0.39,0.44,0.4,6,0.2857142857142857
82,24,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,2,4,0.38,0.09,0.36,5,0.2857142857142857
82,25,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.2857142857,5,4,0.41,-0.13,0.33,6,0.2857142857142857
82,26,0.2,0.2857142857,0.2,0.2,0.2,0.2857142857,0.4285714286,0.4285714286,2,4,0.34,0.77,0.39,5,0.2857142857142857
83,0,1,0.75,1,0.75,1,0.75,0.75,0.75,1,1,0.75,0.01,0.81,8,0.75
83,1,1,0.75,1,1,1,0.75,0.75,0.5,1,5,0.69,0.03,0.8,8,0.75
83,2,1,0.75,1,1,1,0.75,0.75,0.75,2,4,0.74,-0.04,0.81,8,0.75
83,3,1,0.75,1,1,1,0.75,0.75,0.75,4,0,0.78,0.35,0.81,8,0.75
83,4,1,0.75,1,1,1,0.75,0.75,0.75,1,5,0.74,0.45,0.81,9,0.75
83,5,1,1,1,1,1,1,1,0.75,0,0,0.75,0.45,0.79,8,0.75
83,6,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,1,4,0.47,-0.24,0.59,8,0.5
83,7,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1,0,0.52,-0.21,0.56,5,0.5
83,8,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1,0,0.43,0.25,0.52,6,0.5
83,9,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.53,-0.37,0.53,5,0.5
83,10,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,1,0,0.52,0.18,0.54,5,0.5
83,11,0.5,0,0.5,0.5,0.5,0,0,0.25,5,15,0.32,0.29,0.41,2,0.25
83,12,0.5,0,0.5,0.5,0.5,0,0,0.5,5,9,0.31,0.21,0.41,6,0.0
83,13,0.25,0,0.5,0.5,0.5,0,0,0.5,5,4,0.38,0.02,0.39,6,0.0
83,14,0.5,0.25,0.5,0.5,0.75,0.5,0,0.5,5,9,0.3,0.2,0.36,6,0.25
83,15,0.5,0,0.5,0.25,0.5,0,0,0.25,2,6,0.27,0.22,0.31,6,0.0
84,0,1,1,1,1,1,1,1,0.875,0,0,0.63,0.29,0.79,8,1.0
84,1,1,1,1,0.8333333333,1,1,1,0.875,0,0,0.63,0.22,0.84,8,1.0
84,2,1,1,1,1,1,1,1,0.875,0,1,0.58,0.51,0.86,8,1.0
84,3,1,1,1,0.8333333333,1,1,1,0.75,1,4,0.6,0.72,0.86,8,1.0
84,4,1,1,1,0.8333333333,1,0.875,1,1,0,0,0.65,0.43,0.77,8,1.0
84,5,1,1,0.8333333333,0.6666666667,1,1,1,0.875,1,4,0.62,0.61,0.85,8,0.875
84,6,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.625,0.75,0.75,1,3,0.38,-0.18,0.68,8,0.75
84,7,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.57,0.12,0.65,8,0.75
84,8,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.54,-0.13,0.7,8,0.75
84,9,0.8333333333,0.875,0.8333333333,0.6666666667,0.83333333,0.75,0.875,0.625,2,4,0.54,-0.11,0.62,7,0.75
84,10,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,6,0.56,0.25,0.61,7,0.75
84,11,0.8333333333,0.75,0.8333333333,1,0.83333333,0.625,0.75,0.75,3,7,0.56,-0.1,0.65,8,0.75
84,12,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,2,3,0.54,0.18,0.64,8,0.75
84,13,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,3,9,0.53,-0.24,0.62,8,0.75
84,14,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,1,1,0.53,0.03,0.62,8,0.75
84,15,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,4,0.58,-0.04,0.65,8,0.75
84,16,0.8333333333,0.75,0.6666666667,0.5,0.83333333,0.75,0.875,0.625,1,0,0.5,0.35,0.45,6,0.75
