image_id,question_score
70_A vast expanse of snow-covered land by a mountain._4.png,0.7142857143
70_Multiple skiers._3.png,0.7142857143
70_Multiple skiers._4.png,0.8571428571
70_A mountain._0.png,0.4285714286
70_A mountain._1.png,0.2857142857
70_A mountain._2.png,0.2857142857
70_A mountain._3.png,0.2857142857
70_A mountain._4.png,0.4285714286
70_A snow-covered land._0.png,0.1428571429
70_A snow-covered land._1.png,0.4285714286
70_A snow-covered land._3.png,0.1428571429
70_A snow-covered land._4.png,0.5714285714
coco_544211_stable_diffusion_v2_1.jpg,1
71_The beach is crowded with red and white beach umbrellas._0.png,0.8333333333
71_The beach is crowded with red and white beach umbrellas._1.png,0.8333333333
71_The beach is crowded with red and white beach umbrellas._2.png,1
71_The beach is crowded with red and white beach umbrellas._3.png,0.8333333333
71_The beach is crowded with red and white beach umbrellas._4.png,0.8333333333
71_Red and white beach umbrellas (in a river)._2.png,1
71_Red and white beach umbrellas (in a river)._3.png,1
71_Red and white beach umbrellas (in a river)._4.png,0.8333333333
71_A beach._0.png,0.1666666667
71_A beach._1.png,0.5
71_A beach._2.png,0.1666666667
71_A beach._3.png,0.1666666667
71_A beach._4.png,0.1666666667
coco_758774_stable_diffusion_v2_1.jpg,1
72_A lady wearing red playing tennis on a green court._0.png,1
72_A lady wearing red playing tennis on a green court._1.png,1
72_A lady wearing red playing tennis on a green court._2.png,1
72_A lady wearing red playing tennis on a green court._3.png,1
72_A lady wearing red playing tennis on a green court._4.png,1
72_A lady wearing red playing tennis._0.png,0.8
72_A lady wearing red playing tennis._2.png,0.8
72_A lady wearing red playing tennis._3.png,0.8
72_A lady on a blue and green court._0.png,0.6
72_A lady on a blue and green court._1.png,0.8
72_A lady on a blue and green court._2.png,0.8
72_A lady on a blue and green court._4.png,0.6
72_A lady wearing red._0.png,0.4
72_A lady wearing red._1.png,0.4
72_A lady wearing red._2.png,0.4
72_A lady wearing red._3.png,0.4
72_A lady wearing red._4.png,0.4
72_A green court._0.png,0.4
72_A green court._1.png,0.4
72_A green court._2.png,0.6
72_A green court._3.png,0.6
72_A green court._4.png,0.4
coco_464482_stable_diffusion_v2_1.jpg,1
73_A sign laying on a lush green field near a body of water._0.png,1
73_A sign laying on a lush green field near a body of water._1.png,1
73_A sign laying on a lush green field near a body of water._2.png,1
73_A sign laying on a lush green field near a body of water._3.png,1
73_A sign laying on a lush green field near a body of water._4.png,0.8333333333
73_A sign laying on a lush green field._0.png,0.6666666667
73_A sign laying on a lush green field._1.png,0.6666666667
73_A sign laying on a lush green field._2.png,0.6666666667
73_A sign laying on a lush green field._3.png,0.6666666667
73_A sign laying on a lush green field._4.png,0.6666666667
73_A sign near a body of water._0.png,0.6666666667
73_A sign near a body of water._1.png,0.6666666667
73_A sign near a body of water._2.png,0.5
73_A sign near a body of water._3.png,0.5
73_A sign near a body of water._4.png,0.6666666667
73_A lush green field near a body of water._0.png,0.6666666667
73_A lush green field near a body of water._1.png,0.6666666667
73_A lush green field near a body of water._2.png,0.6666666667
73_A lush green field near a body of water._3.png,0.8333333333
73_A lush green field near a body of water._4.png,0.6666666667
73_A sign._0.png,0.1666666667
73_A sign._1.png,0.1666666667
73_A sign._2.png,0.1666666667
73_A sign._3.png,0.1666666667
73_A sign._4.png,0.1666666667
73_A lush green field._0.png,0.3333333333
73_A lush green field._1.png,0.3333333333
73_A lush green field._2.png,0.3333333333
73_A lush green field._3.png,0.3333333333
73_A lush green field._4.png,0.3333333333
73_A body of water._2.png,0.5
coco_29031_stable_diffusion_v2_1.jpg,1
74_A cat on top of a desk on a laptop._1.png,1
74_A cat on top of a desk on a laptop._2.png,1
74_A cat on the desk._0.png,0.8
74_A cat on the desk._1.png,0.6
74_A laptop on a desk._0.png,0.6
74_A laptop on a desk._1.png,0.6
74_A laptop on a desk._2.png,0.6
74_A laptop on a desk._3.png,0.6
74_A laptop on a desk._4.png,0.6
74_A cat._0.png,0.2
74_A cat._1.png,0.2
74_A cat._2.png,0.2
74_A cat._3.png,0.2
74_A cat._4.png,0.2
74_a desk._0.png,0.2
74_a desk._1.png,0.4
74_a desk._3.png,0.2
74_a desk._4.png,0.2
74_A laptop._0.png,0.2
coco_435097_stable_diffusion_v2_1.jpg,1
75_Some very big furry brown bears in a big grass field._0.png,1
75_Some very big furry brown bears in a big grass field._1.png,1
75_Some very big furry brown bears in a big grass field._2.png,1
75_Some very big furry brown bears in a big grass field._3.png,1
75_Some very big furry brown bears in a big grass field._4.png,1
75_Some very big furry brown bears._0.png,0.8571428571
75_Some very big furry brown bears._4.png,0.7142857143
75_A big grass field._0.png,0.2857142857
75_A big grass field._1.png,0.2857142857
75_A big grass field._2.png,0.2857142857
75_A big grass field._3.png,0.2857142857
75_A big grass field._4.png,0.2857142857
75_Very big furry brown bears._0.png,0.5714285714
75_Very big furry brown bears._4.png,0.7142857143
coco_178484_stable_diffusion_v2_1.jpg,1
76_A wooden boat on the shore of a beach._0.png,1
76_A wooden boat on the shore of a beach._1.png,1
76_A wooden boat on the shore of a beach._2.png,1
76_A wooden boat on the shore of a beach._3.png,1
76_A wooden boat on the shore of a beach._4.png,1
76_A wooden boat (in a field)._0.png,0.3333333333
76_A wooden boat (in a field)._2.png,0.5
76_A wooden boat (in a field)._3.png,0.5
76_A wooden boat (in a field)._4.png,0.3333333333
76_A shore of a beach._0.png,0.5
76_A shore of a beach._1.png,0.5
76_A shore of a beach._2.png,0.5
76_A shore of a beach._3.png,0.5
76_A shore of a beach._4.png,0.5
coco_511363_stable_diffusion_v2_1.jpg,1
77_A woman is bent over next to a small refrigerator._0.png,1
77_A woman is bent over next to a small refrigerator._3.png,0.8
77_A woman is bent over next to a small refrigerator._4.png,0.8
77_A woman._0.png,0.2
77_A woman._1.png,0.2
77_A woman._2.png,0.2
77_A woman._3.png,0.2
77_A woman._4.png,0.2
77_A small refrigerator._0.png,0.4
77_A small refrigerator._1.png,0.4
77_A small refrigerator._2.png,0.4
77_A small refrigerator._3.png,0.6
77_A small refrigerator._4.png,0.4
coco_482435_stable_diffusion_v2_1.jpg,1
78_Woman with blue dress sitting in modern chair next to vase in empty room._0.png,1
78_Woman with blue dress sitting in modern chair next to vase in empty room._1.png,1
78_Woman with blue dress sitting in modern chair next to vase in empty room._2.png,1
78_Woman with blue dress sitting in modern chair next to vase in empty room._3.png,1
78_A woman with a blue dress sitting in a modern chair._0.png,1
78_A woman with a blue dress sitting in a modern chair._1.png,1
78_A woman next to a vase._0.png,0.5
78_A woman next to a vase._1.png,0.6
78_A woman next to a vase._2.png,0.5
78_A woman next to a vase._3.png,0.6
78_A woman next to a vase._4.png,0.4
78_A woman in an empty room._0.png,0.2
78_A woman in an empty room._1.png,0.2
78_A woman in an empty room._2.png,0.2
78_A woman in an empty room._3.png,0.4
78_A woman in an empty room._4.png,0.2
78_A modern chair next to a vase._0.png,0.6
78_A modern chair next to a vase._2.png,0.6
78_A modern chair next to a vase._3.png,0.6
78_A modern chair next to a vase._4.png,0.6
78_A blue dress._0.png,0.3
78_A modern chair._1.png,0.3
78_A modern chair._2.png,0.6
78_A modern chair._3.png,0.3
78_A modern chair._4.png,0.6
78_A vase._0.png,0.2
78_A vase._1.png,0.4
78_A vase._2.png,0.3
78_A vase._3.png,0.3
78_A vase._4.png,0.6
78_An empty room._0.png,0.1
78_An empty room._1.png,0.2
78_An empty room._2.png,0.1
78_An empty room._3.png,0.3
78_An empty room._4.png,0.1
coco_488166_stable_diffusion_v2_1.jpg,1
79_Two people standing next to an elephant along a river._0.png,0.875
79_Two people standing next to an elephant along a river._3.png,1
79_Two people standing next to an elephant along a river._4.png,1
79_Three people standing next to an elephant._4.png,0.625
79_Three people along a river._4.png,0.625
79_An elephant along a river._0.png,0.375
79_An elephant along a river._1.png,0.375
79_An elephant along a river._2.png,0.375
79_An elephant along a river._3.png,0.375
79_An elephant along a river._4.png,0.5
79_Two people._0.png,0.125
79_Two people._1.png,0.375
79_Two people._2.png,0.375
79_Two people._3.png,0.375
79_Two people._4.png,0.375
79_An elephant._0.png,0.25
79_An elephant._1.png,0.125
79_An elephant._2.png,0.125
79_An elephant._3.png,0.125
79_An elephant._4.png,0.125
79_A river._0.png,0.125
79_A river._1.png,0.125
79_A river._2.png,0.125
79_A river._3.png,0.125
79_A river._4.png,0.125
coco_653095_stable_diffusion_v2_1.jpg,1
80_A group of giraffes are gathered together in their enclosure_0.png,1
80_A group of giraffes are gathered together in their enclosure_1.png,1
80_A group of giraffes are gathered together in their enclosure_2.png,1
80_A group of giraffes are gathered together in their enclosure_3.png,1
80_A group of giraffes are gathered together in their enclosure_4.png,1
80_A field._0.png,0
80_A field._1.png,0
80_A field._2.png,0
80_A field._3.png,0
80_A field._4.png,0
coco_71258_stable_diffusion_v2_1.jpg,1
81_A house where you can see the bedroom and relaxing room._1.png,1
81_A bedroom._1.png,1
81_A relaxing room._0.png,1
coco_339729_stable_diffusion_v2_1.jpg,1
82_A boy wearing a green shirt posing with some fruit._0.png,1
82_A boy wearing a green shirt posing with some fruit._1.png,1
82_A boy wearing a green shirt posing with some fruit._2.png,1
82_A boy wearing a green shirt posing with some fruit._3.png,1
82_A boy wearing a green shirt posing with some fruit._4.png,1
82_A boy with some fruit._0.png,0.6
82_A boy with some fruit._1.png,0.6
82_A boy with some fruit._2.png,0.6
82_A boy with some fruit._3.png,0.6
82_A boy with some fruit._4.png,0.6
82_A boy wearing a green shirt_0.png,0.6
82_A boy wearing a green shirt_1.png,0.8
82_A boy wearing a green shirt_2.png,0.6
82_A boy wearing a green shirt_3.png,0.8
82_A boy wearing a green shirt_4.png,0.8
82_A boy._0.png,0.2
82_A boy._1.png,0.2
82_A boy._2.png,0.2
82_A boy._3.png,0.2
82_A boy._4.png,0.2
82_A green shirt._0.png,0.4
82_Fruit._0.png,0.2
82_Fruit._1.png,0.2
82_Fruit._2.png,0.2
82_Fruit._3.png,0.2
82_Fruit._4.png,0.2
partiprompt_611_stable_diffusion_v2_1.jpg,0.75
83_a panda bear with aviator glasses on its head_0.png,1
83_a panda bear with aviator glasses on its head_1.png,1
83_a panda bear with aviator glasses on its head_2.png,1
83_a panda bear with aviator glasses on its head_3.png,1
83_a panda bear with aviator glasses on its head_4.png,1
83_a panda bear_0.png,0.5
83_a panda bear_1.png,0.5
83_a panda bear_2.png,0.25
83_a panda bear_3.png,0.5
83_a panda bear_4.png,0.25
83_aviator glasses_0.png,0.5
83_aviator glasses_1.png,0.5
83_aviator glasses_2.png,0.5
83_aviator glasses_3.png,0.5
83_aviator glasses_4.png,0.5
coco_130602_stable_diffusion_v2_1.jpg,1
"84_A woman dressed in black, smiling with a toothbrush in her hand._0.png",1
"84_A woman dressed in black, smiling with a toothbrush in her hand._1.png",1
"84_A woman dressed in black, smiling with a toothbrush in her hand._2.png",1
"84_A woman dressed in black, smiling with a toothbrush in her hand._3.png",1
"84_A woman dressed in black, smiling with a toothbrush in her hand._4.png",1
84_A woman with a toothbrush in her hand._0.png,0.8333333333
84_A woman with a toothbrush in her hand._1.png,0.8333333333
84_A woman with a toothbrush in her hand._2.png,0.8333333333
84_A woman with a toothbrush in her hand._3.png,0.8333333333
84_A woman with a toothbrush in her hand._4.png,0.8333333333
84_A woman brushing her teeth._0.png,0.8333333333
84_A woman brushing her teeth._1.png,0.8333333333
84_A woman brushing her teeth._2.png,0.8333333333
84_A woman brushing her teeth._3.png,0.8333333333
84_A woman brushing her teeth._4.png,0.8333333333
84_A woman dressed in black smiling._0.png,0.6666666667
84_A woman dressed in black smiling._1.png,0.5
84_A woman dressed in black smiling._2.png,0.6666666667
84_A woman dressed in black smiling._3.png,0.5
84_A woman dressed in black smiling._4.png,0.5
84_Black dress._0.png,0.5
84_Black dress._1.png,0.5
84_Black dress._3.png,0.5
84_Black dress._4.png,0.5
84_A woman smiling._0.png,0.3333333333
84_A woman smiling._1.png,0.5
84_A woman smiling._2.png,0.5
84_A woman smiling._3.png,0.3333333333
84_A woman smiling._4.png,0.5
84_Teeth._0.png,0.1666666667
84_Teeth._1.png,0
84_Teeth._2.png,0.6666666667
84_Teeth._3.png,0.1666666667
84_Teeth._4.png,0
coco_111485_stable_diffusion_v2_1.jpg,1
85_A guy with an umbrella hat sitting at a table under a red umbrella_0.png,1
85_A guy with an umbrella hat sitting at a table under a red umbrella_1.png,1
85_A guy sitting at a table under a red umbrella._1.png,1
85_A guy sitting at a table under a red umbrella._2.png,0.8181818182
85_A guy sitting at a table under a red umbrella._3.png,0.8181818182
85_A guy sitting at a table under a red umbrella._4.png,0.8181818182
85_A guy with an umbrella hat._3.png,0.5454545455
85_A guy with a hat._0.png,0.2727272727
85_A guy with a hat._1.png,0.2727272727
85_A guy with a hat._2.png,0.2727272727
85_A guy with a hat._3.png,0.2727272727
85_A guy sitting at a table._0.png,0.5454545455
85_A guy sitting at a table._1.png,0.5454545455
85_A guy sitting at a table._2.png,0.5454545455
85_A guy sitting at a table._3.png,0.5454545455
85_A guy sitting at a table._4.png,0.5454545455
85_An umbrella hat._0.png,0.09090909091
85_An umbrella hat._3.png,0.4545454545
85_A guy._0.png,0.1818181818
85_A guy._1.png,0.2727272727
85_A guy._3.png,0
85_A red umbrella._2.png,0.1818181818
85_A red umbrella._3.png,0.2727272727
85_A red umbrella._4.png,0.2727272727
coco_103653_stable_diffusion_v2_1.jpg,1
86_Two men in neon yellow safety jackets sharing a meal next to a food car._1.png,1
86_Two men in neon yellow safety jackets sharing a meal next to a food car._2.png,1
86_Two men in neon yellow safety jackets sharing a meal._0.png,0.7142857143
86_Two men in neon yellow safety jackets sharing a meal._2.png,1
86_Two men in neon yellow safety jackets sharing a meal._3.png,0.7142857143
86_Two men in neon yellow safety jackets sharing a meal._4.png,0.7142857143
86_Two men sharing a meal next to a food car._4.png,0.7142857143
86_Men in neon yellow safety jackets next to a food car._1.png,0.5714285714
86_Men in neon yellow safety jackets next to a food car._3.png,0.7142857143
86_Two men in neon yellow safety jackets._0.png,0.7142857143
86_Two men in neon yellow safety jackets._2.png,0.5714285714
86_Two men in neon yellow safety jackets._3.png,0.5714285714
86_Two men in neon yellow safety jackets._4.png,0.7142857143
86_Two men sharing a meal._0.png,0.5714285714
86_Two men sharing a meal._1.png,0.4285714286
86_Two men sharing a meal._2.png,0.5714285714
86_Two men sharing a meal._3.png,0.4285714286
86_Two men sharing a meal._4.png,0.4285714286
86_A meal next to a food car._2.png,0.2857142857
86_A meal next to a food car._4.png,0.4285714286
86_Two men._0.png,0.2857142857
86_Two men._1.png,0.4285714286
86_Two men._2.png,0.2857142857
86_Two men._3.png,0.4285714286
86_Neon yellow safety jackets._0.png,0.4285714286
86_A meal._0.png,0
86_A meal._1.png,0.2857142857
86_A meal._2.png,0.1428571429
86_A meal._4.png,0.1428571429
86_A food car._0.png,0.1428571429
86_A food car._1.png,0.2857142857
86_A food car._2.png,0.5714285714
86_A food car._3.png,0.2857142857
86_A food car._4.png,0.2857142857
partiprompt_754_stable_diffusion_v2_1.jpg,1
87_an aerial photo of a sandy island in the ocean_0.png,1
87_an aerial photo of a sandy island in the ocean_2.png,1
87_an aerial photo of a sandy island in the ocean_3.png,1
87_an aerial photo of a sandy island in the ocean_4.png,1
87_an aerial photo of a ocean_0.png,1
coco_397109_stable_diffusion_v2_1.jpg,0.6666666667
88_A commercial airplane with propellers flying through the air._0.png,0.6666666667
88_A commercial airplane with propellers flying through the air._1.png,1
88_A commercial airplane with propellers flying through the air._2.png,0.6666666667
88_A commercial airplane with propellers flying through the air._3.png,1
88_A commercial airplane flying through the air._2.png,0.6666666667
88_A commercial airplane flying through the air._3.png,0.6666666667
88_A commercial airplane flying through the air._4.png,0.6666666667
88_Propellers flying through the air._3.png,0.6666666667
88_Propellers flying through the air._4.png,0.6666666667
coco_20046_stable_diffusion_v2_1.jpg,1
89_An elevated subway train in a major city on a sunny day._0.png,1
89_An elevated subway train in a major city on a sunny day._1.png,1
89_An elevated subway train in a major city on a sunny day._2.png,1
89_An elevated subway train in a major city on a sunny day._3.png,1
89_An elevated subway train in a major city on a sunny day._4.png,1
89_An elevated subway train in a major city (at night)._0.png,0.8333333333
89_An elevated subway train in a major city (at night)._1.png,0.6666666667
89_An elevated subway train in a major city (at night)._2.png,0.8333333333
89_An elevated subway train on a sunny day._2.png,0.8333333333
89_A major city on a sunny day._0.png,0.5
89_A major city on a sunny day._1.png,0.6666666667
89_A major city on a sunny day._2.png,0.5
89_A major city on a sunny day._3.png,0.5
89_A major city on a sunny day._4.png,0.6666666667
89_A subway train._0.png,0.5
89_A subway train._1.png,0.6666666667
89_A subway train._2.png,0.5
89_A subway train._3.png,0.5
89_A subway train._4.png,0.6666666667
89_A major city._0.png,0.1666666667
89_A sunny day._0.png,0.1666666667
89_A sunny day._1.png,0.5
89_A sunny day._2.png,0.5
89_A sunny day._3.png,0.3333333333
89_A sunny day._4.png,0.3333333333
coco_627537_stable_diffusion_v2_1.jpg,0.875
90_A pear in a wooden bowl._3.png,0.625
90_A pear in a wooden bowl._4.png,0.625
90_A pear in a wooden bowl._0.png,0.625
90_A pear in a wooden bowl._1.png,0.625
90_A pear in a wooden bowl._2.png,0.625
90_A lemon in a wooden bowl._0.png,0.5
90_A lemon in a wooden bowl._1.png,0.625
90_A lemon in a wooden bowl._2.png,0.5
90_A lemon in a wooden bowl._3.png,0.5
90_A lemon in a wooden bowl._4.png,0.5
90_A banana in a wooden bowl._0.png,0.625
90_A banana in a wooden bowl._1.png,0.625
90_A banana in a wooden bowl._2.png,0.625
90_A banana in a wooden bowl._3.png,0.625
90_A banana in a wooden bowl._4.png,0.625
90_A pear._2.png,0.125
90_A pear._3.png,0.125
90_An orange._0.png,0
90_An orange._1.png,0
90_An orange._2.png,0
90_An orange._3.png,0
90_An orange._4.png,0
90_A banana._0.png,0.25
90_A banana._1.png,0.125
90_A banana._2.png,0.125
90_A banana._3.png,0.125
90_A banana._4.png,0.125
90_A wooden bowl._0.png,0.25
90_A wooden bowl._1.png,0.25
90_A wooden bowl._2.png,0.25
90_A wooden bowl._3.png,0.25
90_A wooden bowl._4.png,0.375
coco_321596_stable_diffusion_v2_1.jpg,1
91_A chair in the corner on a boat._2_dalle_v2.png,1
91_A chair in the corner on a boat._1_dalle_v2.png,0.8
91_A chair in the corner on a boat._3_dalle_v2.png,0.8
91_A chair in the corner on a boat._4_dalle_v2.png,0.8
91_A chair._2_dalle_v2.png,0.2
91_A chair._1_dalle_v2.png,0.4
91_A chair._3_dalle_v2.png,0.2
91_A chair._4_dalle_v2.png,0.4
coco_668102_stable_diffusion_v2_1.jpg,1
92_A man sitting on a motorcycle smoking._1_dalle_v2.png,1
92_A man sitting on a motorcycle smoking._4_dalle_v2.png,1
92_A man smoking._0_dalle_v2.png,0.6
92_A man smoking._1_dalle_v2.png,0.4
92_A man smoking._2_dalle_v2.png,0.6
92_A man smoking._3_dalle_v2.png,0.4
92_A man smoking._4_dalle_v2.png,0.4
92_A motorcycle._0_dalle_v2.png,0.2
92_A motorcycle._1_dalle_v2.png,0.2
92_A motorcycle._2_dalle_v2.png,0.2
92_A motorcycle._3_dalle_v2.png,0.2
92_A motorcycle._4_dalle_v2.png,0.2
coco_67370_stable_diffusion_v2_1.jpg,1
93_A car and a truck sitting in red light._0_dalle_v2.png,1
93_A car and a truck._3_dalle_v2.png,0.4
93_A car sitting in red light._1_dalle_v2.png,0.8
93_A car sitting in red light._2_dalle_v2.png,0.8
93_A car sitting in red light._3_dalle_v2.png,0.6
93_A truck at a red light._1_dalle_v2.png,0.4
93_A truck at a red light._2_dalle_v2.png,0.8
93_A car._0_dalle_v2.png,0.8
93_A car._2_dalle_v2.png,0.2
93_A car._3_dalle_v2.png,0.4
93_A car._4_dalle_v2.png,0.4
93_A truck._0_dalle_v2.png,0.4
93_A truck._1_dalle_v2.png,0.2
93_A truck._2_dalle_v2.png,0.4
93_A truck._3_dalle_v2.png,0.2
93_A truck._4_dalle_v2.png,0.2
93_A red light._0_dalle_v2.png,0.2
93_A red light._1_dalle_v2.png,0.2
93_A red light._2_dalle_v2.png,0.6
93_A red light._3_dalle_v2.png,0.2
93_A red light._4_dalle_v2.png,0.2
coco_426642_stable_diffusion_v2_1.jpg,1
94_A man at a food truck viewing the menu._0_dalle_v2.png,1
94_A man at a food truck viewing the menu._1_dalle_v2.png,1
94_A man at a food truck viewing the menu._2_dalle_v2.png,1
94_A man at a food truck viewing the menu._3_dalle_v2.png,1
94_A man at a food truck viewing the menu._4_dalle_v2.png,1
94_A man at a food truck._0_dalle_v2.png,0.6666666667
94_A man at a food truck._2_dalle_v2.png,0.6666666667
94_A man at a food truck._4_dalle_v2.png,1
94_A man viewing the menu._0_dalle_v2.png,0.6666666667
94_A man viewing the menu._1_dalle_v2.png,0.5
94_A man viewing the menu._2_dalle_v2.png,0.6666666667
94_A man viewing the menu._3_dalle_v2.png,0.6666666667
94_A man viewing the menu._4_dalle_v2.png,0.5
94_A food truck with a menu._2_dalle_v2.png,0.8333333333
94_A food truck with a menu._3_dalle_v2.png,0.6666666667
94_A food truck with a menu._4_dalle_v2.png,0.8333333333
94_A man._0_dalle_v2.png,0.3333333333
94_A man._1_dalle_v2.png,0.3333333333
94_A man._2_dalle_v2.png,0.3333333333
94_A man._3_dalle_v2.png,0.1666666667
94_A man._4_dalle_v2.png,0.1666666667
94_A food truck._0_dalle_v2.png,0.5
94_A food truck._2_dalle_v2.png,0.5
94_A food truck._3_dalle_v2.png,0.6666666667
94_A food truck._4_dalle_v2.png,1
94_A menu._1_dalle_v2.png,0.1666666667
94_A menu._2_dalle_v2.png,0.1666666667
94_A menu._3_dalle_v2.png,0.1666666667
94_A menu._4_dalle_v2.png,0.1666666667
coco_685662_stable_diffusion_v2_1.jpg,1
95_A man and a woman posing in front of a motorcycle._0_dalle_v2.png,1
95_A man and a woman posing in front of a motorcycle._1_dalle_v2.png,0.8571428571
95_A man and a woman posing in front of a motorcycle._2_dalle_v2.png,1
95_A man and a woman posing in front of a motorcycle._3_dalle_v2.png,1
95_A man and a woman posing in front of a motorcycle._4_dalle_v2.png,0.8571428571
95_A man and a woman posing._0_dalle_v2.png,0.5714285714
95_A man and a woman posing._1_dalle_v2.png,0.5714285714
95_A man and a woman posing._2_dalle_v2.png,0.5714285714
95_A man and a woman posing._3_dalle_v2.png,0.5714285714
95_A man and a woman posing._4_dalle_v2.png,0.5714285714
95_A man posing in front of a motorcycle._0_dalle_v2.png,0.5714285714
95_A man posing in front of a motorcycle._1_dalle_v2.png,0.7142857143
95_A man posing in front of a motorcycle._2_dalle_v2.png,0.7142857143
95_A man posing in front of a motorcycle._3_dalle_v2.png,0.5714285714
95_A man posing in front of a motorcycle._4_dalle_v2.png,0.5714285714
95_A woman posing in front of a motorcycle._0_dalle_v2.png,0.7142857143
95_A woman posing in front of a motorcycle._1_dalle_v2.png,0.7142857143
95_A woman posing in front of a motorcycle._2_dalle_v2.png,0.7142857143
95_A woman posing in front of a motorcycle._3_dalle_v2.png,0.7142857143
95_A woman posing in front of a motorcycle._4_dalle_v2.png,0.7142857143
95_A man._0_dalle_v2.png,0.2857142857
95_A man._1_dalle_v2.png,0.4285714286
95_A man._2_dalle_v2.png,0.4285714286
95_A man._3_dalle_v2.png,0.2857142857
95_A man._4_dalle_v2.png,0.4285714286
95_A woman._0_dalle_v2.png,0.2857142857
95_A woman._1_dalle_v2.png,0.2857142857
95_A woman._2_dalle_v2.png,0.2857142857
95_A woman._3_dalle_v2.png,0.4285714286
95_A woman._4_dalle_v2.png,0.2857142857
95_A motorcycle._0_dalle_v2.png,0.1428571429
95_A motorcycle._1_dalle_v2.png,0.2857142857
95_A motorcycle._2_dalle_v2.png,0.2857142857
95_A motorcycle._4_dalle_v2.png,0.1428571429
coco_751840_stable_diffusion_v2_1.jpg,1
96_A man in a black suit surfing a large wave_0_dalle_v2.png,1
96_A man in a black suit surfing a large wave_1_dalle_v2.png,1
96_A man in a black suit surfing a large wave_2_dalle_v2.png,1
96_A man in a black suit surfing a large wave_3_dalle_v2.png,1
96_A man in a black suit surfing a large wave_4_dalle_v2.png,1
96_A man surfing a large wave._1_dalle_v2.png,0.8
96_A man surfing a large wave._3_dalle_v2.png,0.8
96_A black suit on a large wave._0_dalle_v2.png,0.6
96_A black suit on a large wave._1_dalle_v2.png,0.6
96_A black suit on a large wave._2_dalle_v2.png,0.8
96_A black suit on a large wave._3_dalle_v2.png,0.8
96_A black suit on a large wave._4_dalle_v2.png,0.6
96_A man._0_dalle_v2.png,0.2
96_A man._1_dalle_v2.png,0.2
96_A man._2_dalle_v2.png,0.4
96_A man._3_dalle_v2.png,0.2
96_A man._4_dalle_v2.png,0.2
96_A black suit._1_dalle_v2.png,0.2
96_A black suit._2_dalle_v2.png,0.2
96_A black suit._3_dalle_v2.png,0.4
96_A black suit._4_dalle_v2.png,0.2
96_A large wave._0_dalle_v2.png,0.8
96_A large wave._1_dalle_v2.png,1
96_A large wave._2_dalle_v2.png,0.8
96_A large wave._3_dalle_v2.png,0.8
96_A large wave._4_dalle_v2.png,0.6
coco_251210_stable_diffusion_v2_1.jpg,1
97_A man standing by an oven._0_dalle_v2.png,1
97_A man standing by an oven._1_dalle_v2.png,1
97_A man standing by an oven._2_dalle_v2.png,1
97_A man standing by an oven._3_dalle_v2.png,1
97_A man standing by an oven._4_dalle_v2.png,1
97_A man._0_dalle_v2.png,0.5
97_A man._1_dalle_v2.png,0.5
97_A man._2_dalle_v2.png,0.5
97_A man._3_dalle_v2.png,0.5
97_A man._4_dalle_v2.png,0.5
97_An oven._0_dalle_v2.png,0.5
97_An oven._1_dalle_v2.png,0.25
97_An oven._2_dalle_v2.png,0.5
97_An oven._3_dalle_v2.png,0.5
97_An oven._4_dalle_v2.png,0.5
coco_625027_stable_diffusion_v2_1.jpg,0.5454545455
98_A grassy slope with several rams grazing._0_dalle_v2.png,0.3636363636
98_A grassy slope with several rams grazing._1_dalle_v2.png,0.4545454545
98_A grassy slope with several rams grazing._2_dalle_v2.png,0.4545454545
98_A grassy slope with several rams grazing._3_dalle_v2.png,0.5454545455
98_A grassy slope with several rams grazing._4_dalle_v2.png,0.3636363636
98_A white slope in the background._0_dalle_v2.png,0.2727272727
98_A white slope in the background._1_dalle_v2.png,0.3636363636
98_A white slope in the background._2_dalle_v2.png,0.2727272727
98_A white slope in the background._3_dalle_v2.png,0.2727272727
98_A white slope in the background._4_dalle_v2.png,0.3636363636
98_Several rams grazing._0_dalle_v2.png,0.3636363636
98_Several rams grazing._1_dalle_v2.png,0.3636363636
98_Several rams grazing._2_dalle_v2.png,0.3636363636
98_Several rams grazing._3_dalle_v2.png,0.3636363636
98_Several rams grazing._4_dalle_v2.png,0.3636363636
98_One measly and underdeveloped evergreen._0_dalle_v2.png,0.2727272727
98_One measly and underdeveloped evergreen._1_dalle_v2.png,0.6363636364
98_One measly and underdeveloped evergreen._2_dalle_v2.png,0.4545454545
98_One measly and underdeveloped evergreen._3_dalle_v2.png,0.2727272727
98_One measly and underdeveloped evergreen._4_dalle_v2.png,0.2727272727
98_A grassy slope._0_dalle_v2.png,0.2727272727
98_A grassy slope._1_dalle_v2.png,0.2727272727
98_A grassy slope._2_dalle_v2.png,0.2727272727
98_A grassy slope._3_dalle_v2.png,0.2727272727
98_A grassy slope._4_dalle_v2.png,0.2727272727
98_A white slope._0_dalle_v2.png,0.2727272727
98_A white slope._1_dalle_v2.png,0.2727272727
98_A white slope._2_dalle_v2.png,0.3636363636
98_A white slope._3_dalle_v2.png,0.3636363636
98_A white slope._4_dalle_v2.png,0.2727272727
98_Rams._0_dalle_v2.png,0.5454545455
98_Rams._1_dalle_v2.png,0.2727272727
98_Rams._2_dalle_v2.png,0.3636363636
98_Rams._3_dalle_v2.png,0.4545454545
98_Rams._4_dalle_v2.png,0.4545454545
