id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore
70,11,0.4285714286,0.5,0.4285714286,0.4285714286,0.57142857,0.5833333333,0.5,0.3333333333,5,4,0.42,-0.11,0.33,7
70,12,0.4285714286,0.4166666667,0.4285714286,0.4285714286,0.57142857,0.6666666667,0.5833333333,0.25,5,4,0.41,0.1,0.36,6
70,13,0.4285714286,0.4166666667,0.4285714286,0.4285714286,0.71428571,0.6666666667,0.5,0.3333333333,5,4,0.36,-0.33,0.34,7
70,14,0.2857142857,0.25,0.2857142857,0.1428571429,0.42857143,0.5,0.25,0.25,3,4,0.34,-0.25,0.32,6
70,15,0.2857142857,0.5833333333,0.5714285714,0.4285714286,0.57142857,0.5833333333,0.5833333333,0.25,3,6,0.51,-0.39,0.45,6
70,16,0.2857142857,0.3333333333,0.2857142857,0.4285714286,0.57142857,0.5,0.3333333333,0.25,2,6,0.49,-0.3,0.43,6
70,17,0.2857142857,0.3333333333,0.2857142857,0.5714285714,0.57142857,0.5,0.4166666667,0.1666666667,4,9,0.5,-0.97,0.42,6
71,0,0.5,0.7777777778,0.8333333333,0.8333333333,1,0.8888888889,0.6666666667,0.7777777778,0,0,0.85,-0.49,0.73,8
71,1,0.8333333333,0.7777777778,0.8333333333,0.6666666667,1,0.8888888889,0.7777777778,0.6666666667,0,0,0.78,-0.01,0.79,9
71,2,0.8333333333,0.7777777778,0.8333333333,0.5,1,0.8888888889,0.7777777778,0.6666666667,0,0,0.8,0.23,0.74,8
71,3,0.8333333333,0.7777777778,0.8333333333,0.6666666667,1,0.8888888889,0.7777777778,0.6666666667,0,1,0.87,-0.08,0.7,9
71,4,0.8333333333,0.7777777778,0.8333333333,0.8333333333,1,0.8888888889,0.7777777778,0.8888888889,0,0,0.85,0.15,0.65,9
71,5,0.8333333333,0.7777777778,0.8333333333,0.8333333333,1,0.6666666667,0.6666666667,0.5555555556,1,1,0.77,-0.19,0.74,8
71,6,0.3333333333,0.4444444444,0.5,0.8333333333,1,0.8888888889,0.4444444444,0.7777777778,0,0,0.77,-0.26,0.63,8
71,7,0,0.4444444444,0.3333333333,0.8333333333,1,0.8888888889,0.6666666667,0.8888888889,0,3,0.64,-0.12,0.49,9
71,8,0.3333333333,0.4444444444,0.3333333333,0.8333333333,0.66666667,0.5555555556,0.4444444444,0.7777777778,0,2,0.65,0,0.52,8
71,9,0.1666666667,0.2222222222,0.1666666667,0,0.33333333,0.3333333333,0.2222222222,0.3333333333,1,6,0.38,-0.06,0.32,6
71,10,0.1666666667,0.1111111111,0.1666666667,0.1666666667,0.33333333,0.3333333333,0.1111111111,0.4444444444,5,4,0.38,-0.45,0.3,5
71,11,0.1666666667,0.1111111111,0.1666666667,0.1666666667,0.33333333,0.2222222222,0.1111111111,0.4444444444,1,4,0.4,-0.23,0.34,8
71,12,0.1666666667,0.1111111111,0.1666666667,0.1666666667,0.33333333,0.1111111111,0.3333333333,0.3333333333,1,4,0.33,-0.47,0.31,6
71,13,0.3333333333,0.2222222222,0.5,0.1666666667,0.16666667,0.2222222222,0.3333333333,0.2222222222,4,8,0.36,0.09,0.33,7
72,0,1,0.9,1,0.6,1,0.9,1,0.6,0,1,0.65,0.25,0.75,8
72,1,1,1,1,1,1,0.9,1,0.6,0,1,0.66,0.07,0.65,8
72,2,1,0.9,1,1,1,1,1,0.8,0,0,0.65,0.27,0.77,8
72,3,1,1,1,0.8,1,0.9,1,0.6,0,0,0.67,0.13,0.73,8
72,4,1,0.9,1,0.6,1,1,1,0.8,0,2,0.8,-0.05,0.81,8
72,5,1,0.9,1,1,1,0.9,1,0.8,1,1,0.65,0.22,0.73,8
72,6,0.8,0.7,0.8,0.6,0.8,0.7,0.8,0.6,1,1,0.66,0.19,0.73,8
72,7,0.8,0.7,0.8,0.6,0.8,0.7,0.8,0.7,0,0,0.67,0.13,0.74,7
72,8,0.8,0.7,0.8,0.2,0.8,0.8,0.8,0.6,0,1,0.68,-0.03,0.72,8
72,9,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.4,2,6,0.63,0.25,0.53,8
72,10,0.6,0.9,0.8,0,0.6,0.8,0.8,0.5,5,9,0.61,-0.31,0.56,7
72,11,0.6,0.7,0.8,0.6,0.6,0.7,0.8,0.6,3,7,0.69,0.79,0.51,8
72,12,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.5,3,10,0.45,0.01,0.32,7
72,13,0.4,0.5,0.6,0.4,0.6,0.5,0.5,0.6,4,8,0.36,0.44,0.29,6
72,14,0.4,0.3,0.4,0.6,0.4,0.5,0.4,0.7,5,21,0.35,0.81,0.38,8
72,15,0.4,0.4,0.4,0.6,0.4,0.6,0.5,0.6,5,9,0.46,0.22,0.41,6
72,16,0.4,0.5,0.4,0.8,0.2,0.7,0.6,0.6,5,9,0.34,0.74,0.34,7
72,17,0.2,0.4,0.2,0.6,0.6,0.6,0.5,0.4,5,20,0.25,0.38,0.29,7
72,18,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,2,4,0.55,-0.1,0.47,7
72,19,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.4,2,8,0.49,-0.12,0.52,8
72,20,0.4,0.5,0.4,0.2,0.6,0.7,0.6,0.6,2,4,0.6,-0.02,0.5,5
72,21,0.4,0.5,0.4,0.2,0.4,0.5,0.7,0.4,2,5,0.55,-0.16,0.42,8
72,22,0.4,0.5,0.4,0.2,0.4,0.4,0.5,0.4,2,6,0.44,-0.5,0.39,6
73,0,1,1,1,0.6666666667,1,1,1,0.25,0,4,0.6,-0.33,0.69,7
73,1,1,1,1,1,1,1,1,0.5,0,0,0.81,0.4,0.71,7
73,2,1,1,1,1,1,1,1,0.75,0,2,0.71,0.19,0.76,8
73,3,1,1,1,1,1,1,1,0.75,0,0,0.68,-0.02,0.82,8
73,4,1,1,1,1,0.83333333,1,1,0.75,1,4,0.73,0.85,0.59,8
73,5,1,0.75,1,0.8333333333,1,1,1,0.5,0,0,0.73,0.29,0.65,7
73,6,0.8333333333,0.75,0.8333333333,1,0.83333333,0.75,0.75,1,1,0,0.61,-0.27,0.45,8
73,7,0.6666666667,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,1,1,3,0.56,-0.09,0.59,7
73,8,0.8333333333,0.75,1,0.8333333333,0.83333333,0.75,1,0.25,1,0,0.65,0.2,0.65,8
73,9,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,1,0.75,1,0,1,0.69,0.89,0.53,8
73,10,0.6666666667,0.75,0.6666666667,0.5,1,1,0.75,0.5,0,0,0.55,-0.36,0.64,8
73,11,0.8333333333,0.75,1,0.6666666667,1,0.75,1,0,0,1,0.56,-0.15,0.47,9
73,12,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,1,0.75,0,0,1,0.53,0.11,0.56,8
73,13,0.8333333333,0.75,0.8333333333,0.5,1,1,0.75,0,1,8,0.53,0.15,0.45,7
73,14,0.6666666667,0.5,0.8333333333,0.8333333333,1,1,0.5,0.25,1,7,0.67,0.37,0.45,8
73,15,0.8333333333,0.5,1,0.8333333333,1,1,1,0.25,0,1,0.67,-0.18,0.57,8
73,16,0.8333333333,0.75,0.8333333333,1,0.83333333,0.75,0.75,1,1,0,0.47,-0.17,0.53,7
73,17,0.5,0.75,0.6666666667,1,0.83333333,0.75,0.75,1,1,4,0.43,-0.64,0.37,7
73,18,0.6666666667,0.75,0.6666666667,0.8333333333,0.83333333,0.75,0.75,0.75,1,0,0.48,-0.87,0.57,7
73,19,0.6666666667,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.75,1,0,0.53,0,0.56,8
73,20,0.6666666667,0.75,0.6666666667,1,0.5,0.75,0.75,1,1,4,0.49,-0.53,0.48,8
73,21,0.1666666667,0.25,0.3333333333,0.5,0.66666667,0.75,0.25,0,5,9,0.18,-0.27,0.16,6
73,22,0.1666666667,0.25,0.1666666667,0.5,0.33333333,0.25,0.25,0.25,4,9,0.11,-0.4,0.19,7
73,23,0.5,0.25,0.6666666667,0.6666666667,0.66666667,1,0.75,0,5,9,0.3,-0.02,0.26,5
73,24,0.3333333333,0.25,0.1666666667,0.6666666667,0.83333333,0.25,0.25,0.25,4,5,0.41,0.15,0.23,7
73,25,0.3333333333,0.25,0.5,0.5,0.83333333,0.75,0.25,0.25,4,4,0.31,-0.06,0.24,8
73,26,0.6666666667,0.5,0.8333333333,0.8333333333,0.5,0.5,0.5,1,1,0,0.45,-0.09,0.33,7
73,27,0.6666666667,0.5,0.5,0.6666666667,0.5,0.5,0.5,1,1,4,0.43,-0.46,0.35,6
73,28,0.5,0.5,0.5,0.8333333333,0.33333333,0.5,0.5,0.25,1,4,0.41,-0.65,0.33,4
73,29,0.5,0.5,0.5,0.8333333333,0.5,0.5,0.5,0.75,1,2,0.56,0.11,0.27,8
73,30,0.6666666667,0.5,0.6666666667,0.6666666667,0.5,0.5,0.5,1,1,4,0.46,-0.33,0.34,8
73,31,0.5,0.5,0.5,1,0.83333333,0.75,0.5,0.75,5,9,0.4,-0.25,0.31,7
74,0,0.8,1,1,0.6,1,1,1,0.375,0,0,0.58,-0.64,0.7,8
74,1,0.8,0.875,1,0.8,0.8,1,1,0.5,0,0,0.6,-0.67,0.72,8
74,2,0.8,0.75,1,0,1,1,0.875,0.25,0,1,0.54,-0.81,0.7,7
74,3,0.6,0.75,0.8,0,0.8,0.875,0.75,0.375,0,0,0.5,-1.13,0.63,8
74,4,0.6,0.75,0.6,0.4,0.8,0.875,0.875,0.125,0,0,0.5,-0.99,0.52,8
74,5,0.4,0.625,0.6,0.4,0.4,0.75,0.625,0.375,1,9,0.37,-0.88,0.46,7
74,6,0.4,0.625,0.6,0.4,0.6,0.75,0.5,0.375,1,4,0.34,-0.8,0.45,7
74,7,0.4,0.625,0.4,0.2,0.4,0.75,0.5,0.375,1,4,0.33,-0.75,0.45,7
74,8,0.4,0.5,0.6,0.2,0.6,0.625,0.5,0.5,1,0,0.36,-0.43,0.48,7
74,9,0.4,0.5,0.4,0.4,0.6,0.75,0.5,0.375,1,0,0.36,-0.12,0.38,6
74,10,0.2,0.375,0.8,0,0.6,0.5,0.625,0.125,3,4,0.35,-0.36,0.33,7
74,11,0.2,0.25,0.8,0.2,0.6,0.375,0.75,0.375,3,5,0.36,-0.59,0.34,8
74,12,0.2,0.25,0.4,0.2,0.8,0.5,0.375,0.125,3,7,0.39,0.03,0.4,7
74,13,0.2,0.375,0.8,0.2,0.6,0.625,0.625,0.125,5,4,0.32,-0.36,0.37,8
74,14,0.2,0.5,0.2,0.4,0.4,0.5,0.375,0.125,3,9,0.35,0.09,0.45,8
74,15,0.2,0.5,0.6,0,0.6,0.625,0.375,0.25,1,4,0.25,-0.25,0.35,7
74,16,0.4,0.5,0.8,0,0.4,0.625,0.5,0.25,1,0,0.25,-0.59,0.39,5
74,17,0.2,0.375,0.4,0,0.2,0.5,0.25,0.25,1,4,0.33,-0.39,0.4,7
74,18,0.4,0.625,0.6,0,0.6,0.5,0.375,0.25,2,4,0.22,-0.06,0.36,7
74,19,0.2,0.5,0.4,0.2,0.6,0.75,0.375,0.25,2,4,0.29,-0.65,0.31,5
75,0,1,1,1,0.7142857143,1,1,1,0.5454545455,0,1,0.62,-0.43,0.77,8
75,1,1,1,1,1,1,1,1,0.6363636364,0,0,0.68,-0.57,0.71,7
75,2,0.8571428571,0.9090909091,1,0.8571428571,1,1,0.7272727273,0.7272727273,0,0,0.64,-0.31,0.71,8
75,3,1,1,1,1,1,1,0.9090909091,0.7272727273,0,1,0.66,-0.37,0.69,8
75,4,1,1,1,0.8571428571,1,1,1,0.6363636364,1,1,0.66,-0.45,0.72,8
75,5,0.8571428571,0.8181818182,1,0.8571428571,1,1,0.8181818182,0.7272727273,0,0,0.66,-0.5,0.72,8
75,6,0.7142857143,0.8181818182,1,0.7142857143,0.85714286,1,0.8181818182,0.5454545455,2,4,0.55,-0.24,0.65,8
75,7,0.7142857143,1,1,0.7142857143,0.71428571,0.9090909091,1,0.5454545455,1,5,0.55,-0.53,0.65,8
75,8,0.2857142857,0.1818181818,0.2857142857,0.1428571429,0.28571429,0.1818181818,0.1818181818,0.2727272727,5,4,0.3,-0.29,0.28,5
75,9,0.2857142857,0.1818181818,0.2857142857,0.2857142857,0.71428571,0.3636363636,0.09090909,0.2727272727,5,8,0.35,-0.41,0.32,5
75,10,0.2857142857,0.3636363636,0.2857142857,0.2857142857,0.28571429,0.2727272727,0.09090909,0.1818181818,5,4,0.36,-0.7,0.3,0
75,11,0.2857142857,0.1818181818,0.2857142857,0.1428571429,0.42857143,0.2727272727,0.09090909,0.1818181818,2,4,0.3,-0.28,0.31,6
75,12,0.2857142857,0.1818181818,0.2857142857,0.2857142857,0.28571429,0.2727272727,0.2727272727,0.3636363636,4,9,0.24,-0.26,0.29,0
75,13,0.5714285714,0.7272727273,0.5714285714,0.4285714286,0.85714286,0.8181818182,0.8181818182,0.4545454545,2,4,0.51,-0.27,0.53,8
75,14,0.4285714286,0.7272727273,0.8571428571,0.7142857143,0.42857143,0.7272727273,0.8181818182,0.6363636364,1,4,0.53,-0.28,0.62,8
76,0,1,0.875,1,0.1666666667,1,1,1,0.875,0,0,0.68,-0.48,0.63,8
76,1,1,1,1,0.3333333333,1,1,1,0.625,0,0,0.7,0.03,0.56,8
76,2,1,1,1,0.3333333333,1,1,1,0.625,0,0,0.74,-0.38,0.61,8
76,3,1,1,1,0.1666666667,1,1,1,0.625,0,0,0.68,0.13,0.62,8
76,4,1,1,1,0.3333333333,1,1,1,0.5,0,0,0.74,-0.33,0.62,8
76,5,1,1,1,0,1,1,1,0.625,0,1,0.68,-0.16,0.65,8
76,6,0.3333333333,0.75,0.5,0.5,0.33333333,0.75,0.5,0.375,2,7,0.56,-0.14,0.5,8
76,7,0.5,0.75,0.8333333333,0.1666666667,0.33333333,0.75,0.75,0.25,5,9,0.62,-0.8,0.53,8
76,8,0.3333333333,0.75,0.6666666667,0.3333333333,0.33333333,0.625,0.75,0.625,4,8,0.59,-0.13,0.5,6
76,9,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.25,1,6,0.54,-0.21,0.48,8
76,10,0.5,0.625,0.6666666667,0.3333333333,0.66666667,0.75,0.625,0.375,1,4,0.39,-0.44,0.43,6
76,11,0.5,0.625,0.6666666667,0.3333333333,0.5,0.75,0.625,0.375,1,0,0.43,-0.47,0.36,5
76,12,0.5,0.75,0.5,0.1666666667,0.83333333,0.625,0.625,0.375,1,0,0.44,-0.45,0.41,7
76,13,0.5,0.625,0.5,0.3333333333,0.83333333,0.75,0.5,0.25,1,0,0.42,-0.61,0.39,6
76,14,0.6666666667,0.875,0.8333333333,0.1666666667,0.83333333,0.75,0.875,0.625,1,0,0.43,0.03,0.37,8
77,0,1,1,1,0.4,1,0.8,1,0.6,0,0,0.74,0.02,0.83,7
77,1,0.8,0.8,0.8,1,1,1,0.8,0.6,0,0,0.86,0.06,0.82,8
77,2,0.8,0.6,0.8,0.6,0.8,0.6,0.6,0.4,0,0,0.78,0.34,0.88,7
77,3,0.8,0.8,0.8,0.6,0.8,1,1,0.4,0,1,0.75,-0.14,0.8,8
77,4,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.4,4,9,0.17,0.32,0.2,6
77,5,0.2,0.4,0.2,0.4,0.2,0.8,0.2,0.4,5,9,0.17,-0.23,0.09,7
77,6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0,5,9,0.21,0.88,0.16,6
77,7,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.4,5,9,0.18,-0.1,0.1,8
77,8,0.2,0.4,0.2,0.4,0.4,0.8,0.4,0.2,5,9,0.24,0.12,0.31,8
77,9,0.4,0.4,0.4,0.2,0.4,0.6,0.6,0.4,1,4,0.57,-1.04,0.39,6
77,10,0.2,0.6,0.4,0.4,0.4,0.6,0.4,0.4,1,0,0.49,0.16,0.32,6
77,11,0.2,0.4,0.2,0,0.4,0.4,0.4,0.2,1,0,0.44,-0.21,0.39,8
77,12,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,1,0,0.44,-0.07,0.37,8
77,13,0.2,0.4,0.6,0,0.4,0.4,0.6,0,1,4,0.41,-0.06,0.41,6
78,0,1,0.8333333333,1,0.8,1,1,1,0.5,0,1,0.81,-0.22,0.92,8
78,1,1,1,1,0.6,1,1,1,0.3333333333,0,1,0.77,-0.19,0.87,8
78,2,1,1,1,0.6,1,1,1,0.5,0,1,0.71,-0.12,0.95,8
78,3,0.9,0.8333333333,1,0.5,1,1,1,0.3333333333,0,2,0.62,0.12,0.86,8
78,4,1,1,1,0.5,1,1,1,0.3333333333,0,1,0.75,-0.03,0.91,8
78,5,0.9,0.8333333333,1,0.6,0.9,0.8333333333,0.8333333333,0.5,1,5,0.73,-0.44,0.8,8
78,6,1,1,1,0.8,1,1,1,0.5,0,0,0.79,-0.06,0.83,8
78,7,0.4,0.5,0.5,0.6,0.6,0.6666666667,0.6666666667,0.1666666667,2,7,0.56,-0.03,0.63,8
78,8,0.5,0.6666666667,0.6,0.5,0.5,0.6666666667,0.6666666667,0.3333333333,3,4,0.42,0.45,0.64,8
78,9,0.4,0.5,0.4,0.5,0.7,0.6666666667,0.5,0.1666666667,4,9,0.44,0.03,0.46,7
78,10,0.5,0.5,0.6,0.5,0.7,0.6666666667,0.5,0.3333333333,4,8,0.43,0.21,0.4,6
78,11,0.4,0.5,0.5,0.6,0.5,0.6666666667,0.5,0.1666666667,2,8,0.37,-0.03,0.49,8
78,12,0.2,0.3333333333,0.4,0.4,0.4,0.5,0.3333333333,0.1666666667,4,9,0.29,0.19,0.3,6
78,13,0.2,0.3333333333,0.2,0.2,0.3,0.3333333333,0.3333333333,0.1666666667,2,10,0.37,-0.04,0.32,6
78,14,0.2,0.3333333333,0.2,0.2,0.4,0.3333333333,0.3333333333,0.1666666667,4,7,0.38,0.15,0.38,6
78,15,0.4,0.5,0.4,0.3,0.5,0.6666666667,0.5,0.3333333333,3,8,0.44,-0.04,0.51,6
78,16,0.2,0.3333333333,0.2,0.3,0.4,0.3333333333,0.3333333333,0.1666666667,4,9,0.28,0.53,0.31,6
78,17,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,1,7,0.45,-0.19,0.58,8
78,18,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,2,4,0.45,-0.1,0.47,7
78,19,0.5,0.5,0.6,0.4,0.6,0.6666666667,0.5,0.1666666667,3,7,0.41,0.06,0.38,7
78,20,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,9,0.38,0.07,0.44,7
78,21,0.3,0.1666666667,0.2,0.3,0.5,0.3333333333,0.1666666667,0.3333333333,5,9,0.34,0.36,0.42,8
78,22,0.2,0.3333333333,0.2,0,0.5,0.5,0.3333333333,0.1666666667,4,12,0.33,0.32,0.26,6
78,23,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,6,0.46,-0.27,0.37,7
78,24,0.2,0.3333333333,0.2,0.1,0.4,0.5,0.3333333333,0.1666666667,3,9,0.35,0.44,0.27,6
78,25,0.6,0.6666666667,0.6,0.4,0.5,0.6666666667,0.6666666667,0.1666666667,5,7,0.37,0.2,0.38,8
78,26,0.3,0.1666666667,0.3,0.1,0.3,0.1666666667,0.1666666667,0,3,7,0.33,-0.15,0.2,7
78,27,0.3,0.1666666667,0.3,0.2,0.4,0.5,0.3333333333,0.1666666667,3,7,0.36,-0.4,0.42,7
78,28,0.3,0.1666666667,0.3,0.3,0.4,0.3333333333,0.3333333333,0,3,9,0.27,-0.08,0.21,5
78,29,0.1,0.1666666667,0.1,0.2,0.5,0.3333333333,0.1666666667,0,4,9,0.32,-0.24,0.18,6
78,30,0.4,0.3333333333,0.5,0.3,0.7,0.5,0.5,0,2,8,0.53,-0.25,0.47,7
78,31,0.1,0.1666666667,0.2,0,0.2,0.3333333333,0.1666666667,0,3,12,0.2,-0.36,0.15,5
78,32,0.1,0.1666666667,0.1,0,0.2,0.1666666667,0.1666666667,0,3,12,0.24,0.06,0.12,5
78,33,0.1,0.1666666667,0.1,0.1,0.5,0.1666666667,0.1666666667,0.1666666667,4,12,0.24,0.29,0.14,6
78,34,0.1,0.1666666667,0.1,0,0.3,0.1666666667,0.1666666667,0,3,7,0.29,-0.06,0.17,6
78,35,0.1,0.1666666667,0.1,0,0.4,0.3333333333,0.1666666667,0,3,4,0.27,-0.3,0.15,5
79,0,0.75,1,0.875,0.875,1,0.75,1,0.625,0,0,0.75,-0.93,0.74,7
79,1,0.875,0.625,0.875,1,0.875,0.875,0.875,0.375,2,3,0.73,-0.46,0.73,8
79,2,1,0.875,1,0.875,1,0.75,0.875,0.875,1,2,0.74,-0.07,0.76,8
79,3,0.875,0.875,0.875,0.75,1,0.875,0.875,0.25,0,0,0.69,-0.6,0.72,7
79,4,0.5,0.375,0.5,0.75,0.75,0.5,0.625,0.375,0,0,0.65,0.02,0.53,8
79,5,0.5,0.5,0.5,0.875,0.625,0.5,0.625,0.375,1,4,0.41,0.3,0.42,6
79,6,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.25,2,4,0.61,-0.42,0.53,6
79,7,0.375,0.25,0.375,0.625,0.5,0.375,0.25,0.375,2,3,0.65,-0.25,0.52,7
79,8,0.375,0.25,0.375,0.625,0.625,0.375,0.375,0.25,1,1,0.64,-0.62,0.61,6
79,9,0.375,0.375,0.5,0.5,0.5,0.375,0.5,0.375,2,2,0.62,-0.37,0.61,6
79,10,0.375,0.25,0.375,0.375,0.375,0.375,0.25,0.25,2,0,0.57,-0.71,0.51,6
79,11,0.125,0.375,0.25,0.375,0.625,0.375,0.5,0.625,3,9,0.17,0.52,0.24,5
79,12,0.25,0.375,0.375,0.75,0.375,0.625,0.375,0.5,2,4,0.35,0.91,0.32,6
79,13,0.5,0.25,0.375,0.5,0.375,0.375,0.25,0.625,5,9,0.16,0.58,0.15,6
79,14,0.5,0.375,0.375,0.75,0.375,0.25,0.375,0.625,5,9,0.25,0.67,0.27,5
79,15,0.25,0.375,0.5,0.5,0.375,0.375,0.5,0.25,3,9,0.18,0.55,0.29,5
79,16,0.25,0.25,0.375,0.125,0.375,0.25,0.375,0.25,2,4,0.4,-0.21,0.44,6
79,17,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.5,2,4,0.48,-0.07,0.4,5
79,18,0.125,0.125,0.125,0.25,0.375,0.375,0.125,0.375,2,2,0.44,0.19,0.48,6
79,19,0.125,0.125,0.125,0.125,0.25,0.375,0.125,0.5,3,5,0.44,-0.43,0.41,6
79,20,0.125,0.125,0.125,0.375,0.25,0.375,0.125,0.25,2,3,0.48,-0.23,0.4,5
79,21,0.125,0.25,0.125,0,0.25,0.25,0.375,0.125,3,11,0.31,-0.37,0.25,2
79,22,0.125,0.25,0.125,0.125,0.125,0.375,0.25,0.25,2,4,0.28,-0.52,0.25,5
79,23,0.125,0.375,0.125,0.125,0.125,0.25,0.375,0.25,3,12,0.18,-0.09,0.29,5
79,24,0.125,0.375,0.125,0.125,0.25,0.25,0.25,0,3,8,0.29,0.06,0.25,5
79,25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.125,3,4,0.29,-0.59,0.24,0
80,0,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.72,-0.53,0.67,8
80,1,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.76,0.41,0.68,8
80,2,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.75,0.02,0.67,8
80,3,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.77,0,0.71,8
80,4,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.71,0.24,0.66,8
80,5,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,1,0.76,0.39,0.67,8
80,6,0,0,0.25,0,0,0,0,0.1666666667,1,0,0.18,-0.62,0.11,5
80,7,0,0,0,0,0,0,0,0.1666666667,5,4,0.19,-0.25,0.15,5
80,8,0,0,0,0.25,0,0,0,0.3333333333,5,4,0.26,-0.86,0.16,8
80,9,0,0,0,0,0,0.1666666667,0,0,5,0,0.19,-0.36,0.18,8
80,10,0,0,0,0,0,0,0,0.1666666667,4,8,0.15,-0.16,0.14,7
81,0,1,0.6,1,0.4,1,0.8,0.6,0.2,0,0,0.6,0.62,0.58,7
81,1,1,0.6,1,0.2,1,0.6,0.6,0.2,0,0,0.45,-0.31,0.59,8
81,2,1,0.8,0.8,0.2,1,0.8,0.8,0.2,1,4,0.47,-0.09,0.33,8
81,3,1,0.8,1,0.2,0.8,0.8,0.8,0,0,4,0.52,-0.14,0.63,8
82,0,1,1,1,1,1,1,1,0.8571428571,0,1,0.86,1.21,0.79,7
82,1,1,1,1,1,1,1,1,0.8571428571,0,0,0.87,0.59,0.84,8
82,2,1,1,1,1,1,1,1,0.8571428571,0,1,0.7,0.38,0.81,8
82,3,1,1,1,0.8,1,1,1,0.7142857143,0,0,0.8,0.58,0.87,8
82,4,1,1,1,1,1,1,1,0.8571428571,0,1,0.88,0.86,0.87,7
82,5,1,1,1,0.8,0.8,1,1,0.8571428571,1,1,0.85,0.53,0.9,8
82,6,0.6,0.7142857143,0.6,0.2,0.8,0.5714285714,0.7142857143,0.5714285714,1,8,0.57,-0.24,0.54,8
82,7,0.6,0.7142857143,0.6,0.6,0.8,0.7142857143,0.8571428571,0.5714285714,2,6,0.7,0.29,0.71,7
82,8,0.6,0.7142857143,0.6,0.4,0.6,0.7142857143,0.7142857143,0.5714285714,0,1,0.69,0.47,0.72,8
82,9,0.6,0.7142857143,0.8,0.4,0.8,0.8571428571,0.8571428571,0.7142857143,1,4,0.68,0.49,0.64,8
82,10,0.6,0.7142857143,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,1,0.74,0.52,0.75,6
82,11,0.6,0.7142857143,0.6,0.2,0.6,0.5714285714,0.7142857143,0.4285714286,1,5,0.29,0.22,0.45,6
82,12,0.6,0.7142857143,0.6,0.6,0.6,0.5714285714,0.8571428571,0.5714285714,1,2,0.55,0.35,0.57,6
82,13,0.6,0.8571428571,0.6,0.6,0.6,0.8571428571,0.8571428571,0.7142857143,2,5,0.62,0.69,0.62,6
82,14,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.8571428571,0.5714285714,1,4,0.58,0.39,0.62,8
82,15,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,0,0.57,0.41,0.65,6
82,16,0.2,0.1428571429,0.2,0,0.2,0.2857142857,0.5714285714,0.1428571429,4,9,0.1,0.7,0.14,6
82,17,0.2,0.5714285714,0.2,0.2,0.2,0.2857142857,0.5714285714,0.2857142857,3,14,0.33,0.39,0.39,0
82,18,0.2,0.4285714286,0.2,0.2,0.2,0.5714285714,0.5714285714,0.1428571429,5,7,0.34,0.96,0.27,2
82,19,0.2,0.5714285714,0.2,0,0.2,0.5714285714,0.7142857143,0.2857142857,2,5,0.27,0.14,0.33,7
82,20,0.2,0.5714285714,0.2,0.2,0.2,0.4285714286,0.5714285714,0.2857142857,2,5,0.27,0.21,0.43,6
82,21,0.2,0.4285714286,0.4,0,0.4,0.5714285714,0.7142857143,0.2857142857,5,9,0.33,0.6,0.24,8
82,22,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,5,9,0.35,-0.01,0.34,5
