id,image_id,blip1_dsg,fuyu_dsg,instruct_blip_dsg,llava-alt_dsg,llava_dsg,mplug_dsg,blip1_tifa,fuyu_tifa,instruct_blip_tifa,llava-alt_tifa,llava_tifa,mplug_tifa,alignscore,clipscore,gpt4v_tifa,gpt4v_dsg,viescore,llmscore_over,llmscore_ec
84,11,0.833333333,1,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.75,0.75,0.75,0.75,0.625,0.65,0.56,0.375,0.833333333,8,3,7
84,12,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.625,0.75,0.75,0.75,0.75,0.64,0.54,0.375,0.833333333,8,2,3
84,13,0.666666667,0.166666667,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.5,0.75,0.75,0.75,0.75,0.62,0.53,0.25,0.666666667,8,3,9
84,14,0.833333333,0.166666667,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.5,0.75,0.75,0.75,0.75,0.62,0.53,0.375,0.833333333,8,1,1
84,15,0.666666667,0.166666667,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.625,0.75,0.75,0.75,0.75,0.65,0.58,0.375,0.666666667,8,3,4
84,16,0.666666667,0.166666667,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.625,0.75,0.875,0.75,0.75,0.45,0.5,0.375,0.666666667,6,1,0
84,17,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0.75,0.875,0.875,0.75,0.875,0.51,0.48,0.375,0.666666667,7,1,4
84,18,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.875,0.625,0.875,0.875,0.75,0.875,0.62,0.53,0.375,0.5,8,1,3
84,19,0.5,0.5,0.666666667,0.5,0.5,0.5,0.875,0.75,0.875,0.875,0.75,0.875,0.57,0.43,0.375,0.5,7,1,0
84,20,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.833333333,0.875,0.875,0.875,0.75,0.875,0.75,0.64,0.41,0.375,0.666666667,8,2,8
84,21,0.5,0,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.5,0.625,0.75,0.33,0.33,0.25,0.5,6,0,0
84,22,0.5,0.833333333,0.5,0.5,0.5,0.5,0.75,0.75,0.625,0.625,0.625,0.625,0.32,0.39,0.25,0.5,7,2,6
84,23,0.5,0.833333333,0.5,0.5,0.5,0.666666667,0.625,0.75,0.625,0.625,0.625,0.75,0.37,0.35,0.375,0.666666667,7,1,5
84,24,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.625,0.875,0.39,0.36,0.25,0.5,6,1,0
84,25,0.333333333,0.166666667,0.5,0.333333333,0.333333333,0.5,0.625,0.75,0.5,0.5,0.5,0.625,0.4,0.37,0.25,0.333333333,8,2,4
84,26,0.333333333,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.625,0.625,0.625,0.625,0.5,0.625,0.4,0.41,0.25,0.333333333,8,2,5
84,27,0.5,0,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.625,0.625,0.75,0.47,0.4,0.25,0.5,3,4,9
84,28,0.333333333,0,0.5,0.333333333,0.333333333,0.333333333,0.625,0.625,0.625,0.625,0.5,0.5,0.45,0.39,0.25,0.333333333,7,2,6
84,29,0.5,0.166666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.37,0.37,0.25,0.5,5,2,7
84,30,0,0,0,0,0,0,0.25,0.375,0,0.25,0.5,0.5,0.19,0.2,0,0,6,1,9
84,31,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.375,0.375,0.125,0.5,0.625,0.75,0.27,0.22,0.125,0.166666667,6,5,9
84,32,0,0.333333333,0.166666667,0,0,0.5,0.625,0.375,0.5,0.5,0.5,0.75,0.29,0.25,0,0,8,5,4
84,33,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.375,0.125,0.25,0.5,0.375,0.5,0.11,0.19,0.125,0,-1,5,9
84,34,0.166666667,0.166666667,0,0,0,0,0.375,0.375,0.125,0.5,0.5,0.5,0.16,0.25,0,0,5,5,9
85,,1,0.8,1,1,0.9,1,0.833333333,0.333333333,0.916666667,0.916666667,0.916666667,1,0.8,0.82,0.5,0.9,8,1,5
85,1,1,0.6,1,1,0.9,1,0.833333333,0.583333333,0.833333333,0.833333333,0.75,0.666666667,0.76,0.71,0.333333333,0.9,8,2,2
85,2,1,0.6,0.9,1,1,1,0.75,0.333333333,0.75,0.916666667,0.916666667,0.916666667,0.78,0.72,0.583333333,1,8,3,8
85,3,1,0.5,0.8,0.8,0.8,1,0.666666667,0.5,0.5,0.666666667,0.666666667,0.833333333,0.67,0.6,0.416666667,0.8,8,4,8
85,4,0.7,0.1,0.8,0.8,0.8,0.8,0.5,0.166666667,0.5,0.583333333,0.583333333,0.5,0.65,0.58,0.25,0.8,7,3,7
85,5,0.8,0.4,0.8,0.8,0.8,0.9,0.5,0.333333333,0.5,0.583333333,0.583333333,0.666666667,0.71,0.68,0.25,0.8,8,2,5
85,6,0.8,0.5,0.8,0.8,0.8,0.8,0.5,0.333333333,0.5,0.666666667,0.666666667,0.666666667,0.6,0.52,0.25,0.8,8,2,4
85,7,0.5,0.2,0.5,0.4,0.4,0.4,0.333333333,0.25,0.416666667,0.25,0.25,0.333333333,0.4,0.36,0.083333333,0.4,6,5,13
85,8,0.7,0.1,0.4,0.4,0.4,0.4,0.5,0.416666667,0.416666667,0.333333333,0.333333333,0.416666667,0.32,0.27,0.166666667,0.1,6,5,20
85,9,0.3,0.2,0.3,0.3,0.3,0.3,0.25,0.166666667,0.25,0.25,0.25,0.416666667,0.35,0.32,0.166666667,0.3,6,5,9
85,10,0.3,0.4,0.3,0.3,0.3,0.3,0.333333333,0.25,0.25,0.416666667,0.333333333,0.333333333,0.35,0.27,0.166666667,0.3,7,5,9
85,11,0.4,0.1,0.3,0.3,0.3,0.4,0.416666667,0.166666667,0.25,0.333333333,0.416666667,0.416666667,0.31,0.27,0.166666667,0.3,6,5,9
85,12,0.5,0.2,0.5,0.5,0.5,0.7,0.416666667,0.166666667,0.416666667,0.416666667,0.5,0.416666667,0.44,0.4,0.25,0.6,8,5,9
85,13,0.5,0.1,0.5,0.5,0.5,0.5,0.333333333,0.25,0.333333333,0.5,0.416666667,0.333333333,0.34,0.26,0.25,0.5,6,5,36
85,14,0.5,0,0.5,0.5,0.5,0.5,0.416666667,0.166666667,0.333333333,0.5,0.416666667,0.333333333,0.43,0.29,0.25,0.5,6,4,8
85,15,0.6,0.1,0.5,0.6,0.5,0.6,0.416666667,0.416666667,0.333333333,0.5,0.416666667,0.416666667,0.43,0.39,0.333333333,0.6,8,5,10
85,16,0.5,0,0.5,0.5,0.5,0.7,0.416666667,0.166666667,0.333333333,0.416666667,0.5,0.583333333,0.38,0.43,0.25,0.5,8,5,9
85,17,0.2,0.1,0.2,0.2,0.2,0.2,0.416666667,0.333333333,0.416666667,0.416666667,0.333333333,0.083333333,0.39,0.46,0,0.1,7,5,36
85,18,0.3,0.1,0.3,0.3,0.2,0.5,0.333333333,0.5,0.333333333,0.25,0.25,0.416666667,0.47,0.49,0.083333333,0.3,6,5,9
85,19,0.3,0.2,0.3,0.3,0.3,0.3,0.416666667,0.416666667,0.333333333,0.25,0.333333333,0.5,0.19,0.12,0.166666667,0.3,7,5,20
85,20,0.3,0.4,0.3,0.3,0.3,0.4,0.333333333,0.25,0.25,0.166666667,0.166666667,0.25,0.27,0.2,0.166666667,0.3,6,5,20
85,21,0.2,0,0.2,0.2,0.2,0.2,0.25,0.5,0.333333333,0.333333333,0.333333333,0.25,0.14,0.06,0.083333333,0.1,6,5,9
85,22,0.2,0.3,0.2,0.2,0.2,0.2,0.25,0.416666667,0.333333333,0.25,0.25,0.333333333,0.63,0.63,0.083333333,0.2,8,5,4
85,23,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.583333333,0.25,0.25,0.25,0.5,0.52,0.49,0.083333333,0.2,7,5,9
85,24,0.2,0.2,0.2,0.2,0.2,0.5,0.333333333,0.333333333,0.333333333,0.25,0.25,0.333333333,0.53,0.5,0.083333333,0.2,8,4,9
86,,1,0.142857143,1,1,1,1,0.727272727,0.636363636,0.909090909,1,0.818181818,0.909090909,0.76,0.68,0.545454545,1,8,2,7
86,1,0.857142857,0.142857143,0.857142857,1,0.142857143,0.857142857,0.636363636,0.636363636,0.818181818,0.818181818,0.727272727,0.818181818,0.71,0.67,0.545454545,1,8,1,0
86,2,1,0.142857143,1,1,1,1,0.636363636,0.636363636,1,0.818181818,0.818181818,0.909090909,0.8,0.7,0.545454545,1,8,1,3
86,3,0.714285714,0.142857143,0.714285714,0.714285714,0,0.714285714,0.545454545,0.636363636,0.727272727,0.818181818,0.818181818,0.727272727,0.71,0.65,0.363636364,0.714285714,8,1,2
86,4,0.714285714,0.142857143,0.857142857,1,0.142857143,0.714285714,0.545454545,0.636363636,0.909090909,0.909090909,0.909090909,0.818181818,0.79,0.84,0.454545455,0.714285714,8,1,1
86,5,0.714285714,0.142857143,0.714285714,0.714285714,0,0.714285714,0.545454545,0.636363636,0.727272727,0.636363636,0.636363636,0.818181818,0.7,0.7,0.363636364,0.714285714,7,1,6
86,6,0.714285714,0.142857143,0.714285714,0.714285714,0.714285714,0.714285714,0.545454545,0.727272727,0.727272727,0.818181818,0.636363636,0.727272727,0.74,0.53,0.363636364,0.714285714,8,1,1
86,7,0.714285714,0.142857143,0.714285714,0.714285714,0.714285714,0.714285714,0.454545455,0.272727273,0.636363636,0.636363636,0.454545455,0.727272727,0.66,0.61,0.363636364,0.714285714,7,1,6
86,8,0.571428571,0.714285714,0.571428571,0.571428571,0.142857143,0.857142857,0.363636364,0.545454545,0.545454545,0.545454545,0.545454545,0.636363636,0.57,0.45,0.272727273,0.571428571,6,3,7
86,9,0.428571429,0.857142857,0.428571429,0.857142857,0.142857143,0.857142857,0.545454545,0.636363636,0.727272727,0.636363636,0.636363636,0.636363636,0.55,0.38,0.363636364,0.142857143,8,2,5
86,10,0.571428571,0.571428571,0.571428571,0.571428571,0,0.571428571,0.454545455,0.545454545,0.636363636,0.636363636,0.454545455,0.727272727,0.54,0.48,0.272727273,0.714285714,8,2,5
86,11,0.571428571,0.571428571,0.571428571,0.571428571,0,0.571428571,0.454545455,0.454545455,0.636363636,0.545454545,0.545454545,0.545454545,0.5,0.52,0.272727273,0.571428571,7,1,1
86,12,0.571428571,0.142857143,0.571428571,0.571428571,0,0.571428571,0.454545455,0.636363636,0.636363636,0.636363636,0.545454545,0.636363636,0.48,0.42,0.272727273,0.571428571,7,3,4
86,13,0.571428571,0.571428571,0.571428571,0.571428571,0,0.571428571,0.363636364,0.545454545,0.454545455,0.636363636,0.545454545,0.636363636,0.46,0.46,0.272727273,0.571428571,6,3,4
86,14,0.428571429,0.142857143,0.428571429,0.428571429,0.428571429,0.714285714,0.363636364,0.545454545,0.545454545,0.545454545,0.454545455,0.636363636,0.37,0.47,0.181818182,0.428571429,5,4,8
86,15,0.428571429,0.142857143,0.428571429,0.428571429,0,0.714285714,0.363636364,0.181818182,0.545454545,0.363636364,0.545454545,0.363636364,0.46,0.45,0.181818182,0.428571429,7,4,9
86,16,0.428571429,0.142857143,0.428571429,0.428571429,0.142857143,0.714285714,0.272727273,0.090909091,0.454545455,0.363636364,0.454545455,0.454545455,0.48,0.44,0.181818182,0.428571429,6,3,8
86,17,0.428571429,0.142857143,0.428571429,0.571428571,0,0.428571429,0.272727273,0.272727273,0.454545455,0.454545455,0.636363636,0.727272727,0.56,0.5,0.272727273,0.428571429,8,5,9
86,18,0.428571429,0.142857143,0.428571429,0.428571429,0.428571429,0.428571429,0.363636364,0.181818182,0.454545455,0.363636364,0.545454545,0.454545455,0.41,0.5,0.181818182,0.428571429,7,3,7
86,19,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.090909091,0.090909091,0.363636364,0.363636364,0.454545455,0.454545455,0.42,0.42,0.090909091,0.142857143,7,3,9
86,20,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.272727273,0.272727273,0.363636364,0.363636364,0.272727273,0.363636364,0.44,0.36,0.090909091,0.142857143,6,2,4
86,21,0.285714286,0,0.285714286,0.285714286,0,0.428571429,0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.363636364,0.32,0.19,0.090909091,0.285714286,7,5,6
86,22,0.285714286,0,0.285714286,0.571428571,0,0.571428571,0.363636364,0.363636364,0.363636364,0.272727273,0.272727273,0.454545455,0.3,0.18,0.090909091,0.285714286,5,5,8
86,23,0.285714286,0,0.285714286,0.285714286,0,0.285714286,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0.27,0.18,0.090909091,0.285714286,3,3,9
86,24,0.285714286,0.285714286,0.285714286,0.285714286,0,0.285714286,0.363636364,0.181818182,0.363636364,0.272727273,0.272727273,0.181818182,0.28,0.2,0.090909091,0.285714286,5,5,9
86,25,0,0.142857143,0,0,0,0.142857143,0.272727273,0.454545455,0.363636364,0.454545455,0.363636364,0.363636364,0.37,0.41,0.090909091,0,5,2,5
86,26,0,0.142857143,0,0,0,0,0.090909091,0.181818182,0,0.363636364,0.272727273,0.363636364,0.24,0.05,0,0,8,5,9
86,27,0,0.142857143,0,0,0,0,0,0.181818182,0.272727273,0.272727273,0.181818182,0.272727273,0.24,0.21,0,0,8,2,4
86,28,0,0.142857143,0.428571429,0.142857143,0,0.142857143,0,0.181818182,0.363636364,0.363636364,0.272727273,0.545454545,0.17,0.12,0.090909091,0,5,5,9
86,29,0,0.142857143,0.428571429,0,0,0,0.090909091,0.181818182,0.454545455,0.363636364,0.363636364,0.545454545,0.36,0.23,0,0,6,5,9
86,30,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.090909091,0.181818182,0.272727273,0.454545455,0.363636364,0.454545455,0.4,0.36,0.090909091,0.142857143,7,2,6
86,31,0.285714286,0.142857143,0.285714286,0.142857143,0.142857143,0.142857143,0.181818182,0.181818182,0.181818182,0.454545455,0.454545455,0.363636364,0.43,0.21,0.181818182,0.285714286,6,2,8
86,32,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.272727273,0.181818182,0.363636364,0.454545455,0.363636364,0.272727273,0.43,0.34,0.090909091,0.142857143,6,1,4
86,33,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.181818182,0.090909091,0.272727273,0.454545455,0.363636364,0.545454545,0.46,0.38,0.090909091,0.142857143,6,3,8
86,34,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,0.090909091,0.090909091,0.272727273,0.636363636,0.272727273,0.454545455,0.5,0.49,0.090909091,0.142857143,6,5,9
87,,1,0.2,1,1,1,1,1,0.625,1,1,1,1,0.76,0.66,0.5,1,8,0,7
87,1,1,0.2,1,1,1,1,1,0.625,1,1,0.875,0.875,0.75,0.6,0.5,1,8,0,2
87,2,1,0.2,1,1,1,1,1,0.625,0.875,1,0.875,1,0.75,0.65,0.5,0.6,7,0,7
87,3,1,0.2,1,1,0.8,1,1,0.75,1,1,1,1,0.76,0.58,0.5,1,8,4,8
87,4,1,0.2,1,1,0.8,1,1,0.625,1,0.875,1,1,0.68,0.53,0.5,1,8,1,7
87,5,1,1,0.4,1,0.4,1,1,0.5,1,0.75,0.625,0.875,0.56,0.57,0.375,0.4,8,0,7
88,,1,0,1,0.666666667,0.666666667,0.666666667,1,0.25,1,0.75,0.75,0.75,0.61,0.45,0.75,0.666666667,6,1,1
88,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0.61,0.54,0.75,1,8,1,0
88,2,1,0,0,1,1,1,1,0.75,0.75,1,1,0.75,0.68,0.55,0.75,0,9,1,4
88,3,0.666666667,0,1,0.666666667,0.666666667,0.666666667,0.75,0.25,0.75,0.75,0.75,0.75,0.62,0.48,0.75,0.666666667,8,1,1
88,4,1,1,1,1,1,1,1,0.5,1,1,1,1,0.68,0.51,0.75,1,8,2,4
88,5,0.666666667,0,1,0.666666667,0.666666667,0.666666667,0.75,0.25,1,0.75,0.75,0.75,0.59,0.36,0.75,0.666666667,6,1,2
88,6,0.666666667,0,1,0.666666667,0.666666667,0.666666667,0.75,0.25,1,0.75,0.75,0.75,0.63,0.39,0.75,0.666666667,5,1,6
88,7,0.666666667,1,1,0.666666667,0.666666667,0.666666667,0.75,0.5,1,0.75,0.75,0.75,0.55,0.45,0.75,0.666666667,6,1,2
88,8,0,0,0,0,0,0,0.75,0.25,0.75,0.75,0.75,0.75,0.51,0.53,0.75,0,9,0,0
88,9,0,0,0,0,0,1,0.75,0.25,0.75,0.75,0.75,0.75,0.45,0.48,0.75,0,8,0,1
89,,1,0.833333333,1,1,1,1,0.875,0.75,1,1,0.875,0.875,0.75,0.65,0.5,1,8,0,0
89,1,1,0.666666667,1,1,1,1,0.875,0.25,1,1,0.875,1,0.71,0.58,0.5,1,8,0,0
89,2,1,0.666666667,1,1,1,1,0.875,0.5,0.875,0.875,1,0.875,0.72,0.55,0.5,1,8,0,0
89,3,1,0.666666667,1,1,1,1,1,0.5,1,0.875,0.875,1,0.72,0.55,0.5,1,8,0,0
89,4,1,0.166666667,1,1,1,1,0.75,0.375,1,0.875,0.875,0.875,0.72,0.56,0.5,1,8,0,0
89,5,1,1,1,1,1,1,0.75,0.625,0.875,1,1,1,0.71,0.64,0.5,1,8,1,8
89,6,0.666666667,0.5,0.833333333,0.833333333,0.833333333,0.833333333,0.5,0.5,0.625,0.625,0.375,0.75,0.61,0.47,0.375,0.833333333,7,2,4
89,7,0.833333333,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.5,0.5,0.625,0.625,0.75,0.625,0.6,0.5,0.375,0.666666667,6,4,6
89,8,0.833333333,0.333333333,0.833333333,0.833333333,0.833333333,0.833333333,0.625,0.375,0.625,0.75,0.75,0.625,0.61,0.46,0.375,0.833333333,7,0,0
89,9,1,0.833333333,1,1,1,1,0.875,0.5,0.875,0.875,0.75,1,0.73,0.62,0.5,1,8,0,1
89,10,0.5,0.333333333,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.875,0.75,0.75,0.42,0.41,0.25,0.5,8,1,4
89,11,0.5,0.166666667,0.5,0.5,0.5,0.5,0.625,0.5,0.625,0.75,0.75,0.75,0.35,0.28,0.25,0.5,8,5,4
89,12,0.5,0.166666667,0.5,1,1,0.5,0.625,0.5,0.625,1,0.625,0.5,0.43,0.37,0.25,0.5,8,1,4
89,13,0.5,0.666666667,0.5,1,0.5,0.833333333,0.625,0.75,0.625,0.875,0.75,0.75,0.43,0.33,0.25,0.5,8,1,4
89,14,0.5,0.666666667,0.5,1,0.5,0.833333333,0.625,0.625,0.625,1,0.75,0.875,0.47,0.38,0.25,0.5,8,5,9
89,15,0.833333333,0.666666667,0.833333333,0.333333333,0.333333333,1,0.5,0.5,0.625,0.5,0.25,0.875,0.54,0.49,0.125,0.166666667,8,0,1
89,16,1,1,0.833333333,0.333333333,0.333333333,0.833333333,0.625,0.625,0.5,0.375,0.5,0.75,0.61,0.47,0.25,0.666666667,8,0,0
89,17,0.833333333,0.5,0.833333333,0.333333333,0.166666667,1,0.625,0.5,0.625,0.625,0.5,0.625,0.56,0.43,0.25,0.166666667,8,5,4
89,18,0.833333333,0.666666667,0.833333333,0.333333333,0.166666667,1,0.625,0.75,0.625,0.5,0.375,1,0.59,0.43,0.125,0.166666667,7,1,5
89,19,0.833333333,0.5,0.833333333,0.333333333,0.166666667,1,0.75,0.5,0.625,0.5,0.5,0.75,0.57,0.45,0.125,0.166666667,8,2,1
89,20,0.5,0.166666667,0.333333333,1,0.333333333,0.5,0.5,0.375,0.375,0.75,0.375,0.625,0.34,0.37,0.25,0.333333333,7,5,9
89,21,0.333333333,0,0.333333333,0.333333333,0.333333333,0.833333333,0.5,0.375,0.375,0.5,0.5,0.75,0.29,0.34,0.125,0.333333333,7,5,9
89,22,0.333333333,0,0.5,0.333333333,0.333333333,0.333333333,0.5,0.375,0.5,0.625,0.625,0.625,0.34,0.37,0.125,0.333333333,8,5,9
89,23,0.5,0.166666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.625,0.875,0.33,0.31,0.25,0.333333333,7,5,4
89,24,0.333333333,0.333333333,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.125,0.5,0.25,0.25,0.625,0.32,0.33,0.125,0.333333333,8,5,9
89,25,0.166666667,0.333333333,0.166666667,0.5,0.5,0.166666667,0.5,0.25,0.5,0.75,0.625,0.5,0.33,0.3,0.25,0.333333333,8,5,9
90,,1,0.875,1,0.75,0.625,1,0.875,0.375,1,0.75,0.875,1,0.76,0.81,0.5,0.625,8,2,6
90,1,0.5,0.875,0.5,0.25,0.25,0.5,0.625,0.875,0.75,0.5,0.5,0.625,0.69,0.75,0.25,0.5,8,3,9
90,2,0.5,0.75,0.5,0.25,0.375,0.625,0.625,0.5,0.625,0.5,0.625,0.625,0.71,0.68,0.25,0.5,7,3,9
90,3,0.5,0.875,0.5,0.25,0.25,0.5,0.625,0.625,0.75,0.5,0.5,0.625,0.68,0.72,0.25,0.5,8,3,13
90,4,0.5,0.75,0.5,0.25,0.25,0.5,0.625,0.75,0.75,0.5,0.5,0.625,0.66,0.68,0.25,0.5,8,3,6
90,5,0.5,0.75,0.5,0.25,0.375,0.5,0.75,0.375,0.75,0.5,0.5,0.625,0.66,0.72,0.25,0.5,7,2,6
90,6,0.375,0.875,0.375,0.375,0.375,0.375,0.625,0.25,0.625,0.75,0.625,0.75,0.64,0.63,0.25,0.375,8,3,9
90,7,0.375,0.875,0.375,0.375,0.375,0.375,0.5,0.25,0.5,0.75,0.625,0.75,0.7,0.63,0.25,0.375,8,2,6
90,8,0.375,0.125,0.375,0.375,0.375,0.375,0.625,0.25,0.625,0.75,0.625,0.75,0.62,0.55,0.25,0.375,7,3,7
90,9,0.375,1,0.375,0.375,0.375,0.5,0.5,0.875,0.5,0.75,0.625,0.75,0.65,0.75,0.25,0.375,6,3,8
90,10,0.375,0.375,0.375,0.5,0.375,0.75,0.5,0.25,0.625,0.75,0.625,0.75,0.64,0.53,0.25,0.375,7,3,12
90,11,0.375,0.625,0.375,0.375,0.375,0.375,0.75,0.5,0.75,0.625,0.75,0.625,0.7,0.53,0.25,0.375,7,2,9
90,12,0.375,0.75,0.375,0.375,0.375,0.375,0.75,0.625,0.75,0.625,0.75,0.625,0.68,0.62,0.25,0.375,9,3,8
90,13,0.375,0.75,0.375,0.375,0.375,0.375,0.75,0.5,0.75,0.625,0.75,0.625,0.68,0.6,0.25,0.375,7,2,6
90,14,0.375,0.75,0.375,0.375,0.375,0.375,0.75,0.5,0.75,0.625,0.75,0.625,0.69,0.72,0.25,0.375,8,2,6
90,15,0.375,0.75,0.375,0.375,0.375,0.375,0.75,0.375,0.75,0.625,0.75,0.625,0.73,0.61,0.25,0.375,8,3,12
90,16,0.125,0.375,0.125,0,0,0.25,0.5,0.5,0.5,0.375,0.25,0.5,0.41,0.48,0.125,0.125,8,2,8
90,17,0.125,0.375,0.125,0,0,0.125,0.5,0.625,0.5,0.25,0.25,0.375,0.42,0.52,0.125,0.125,5,3,7
90,18,0.125,0.125,0,0.125,0,0.125,0.125,0,0,0.125,0.375,0.25,0.28,0.23,0,0,8,3,12
90,19,0,0.375,0,0,0,0,0,0.5,0,0,0,0.125,0.34,0.26,0,0,0,3,12
90,20,0,0.375,0,0.125,0,0,0,0,0.125,0.125,0.5,0.125,0.34,0.24,0,0,7,3,13
90,21,0,0.375,0,0,0,0.125,0,0,0,0.125,0.125,0.125,0.26,0.27,0.125,0.25,5,3,12
90,22,0,0.375,0,0,0,0,0,0.125,0,0,0,0.125,0.32,0.3,0,0,7,3,12
90,23,0.125,0.125,0.125,0.125,0.125,0.125,0.5,0.25,0.5,0.625,0.625,0.5,0.5,0.45,0.125,0.125,8,3,7
90,24,0.125,0.375,0.125,0.125,0.125,0.125,0.5,0.875,0.5,0.375,0.25,0.5,0.51,0.45,0.125,0.125,8,3,9
90,25,0.125,0.375,0.125,0.125,0.125,0.125,0.5,0.875,0.5,0.375,0.375,0.5,0.45,0.44,0.125,0.125,6,3,7
90,26,0.125,0.375,0.125,0.25,0.25,0.25,0.5,0.875,0.5,0.5,0.5,0.625,0.44,0.45,0.125,0.125,8,2,6
90,27,0.125,0.625,0.125,0.125,0.125,0.125,0.5,0.75,0.5,0.375,0.5,0.5,0.52,0.37,0.125,0.125,6,3,12
90,28,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.5,0.41,0.47,0.125,0.25,6,3,9
90,29,0.25,0.375,0.25,0.25,0.375,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.39,0.52,0.125,0.25,8,3,12
90,30,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.125,0.25,0.25,0.25,0.375,0.39,0.38,0.125,0.25,6,3,12
90,31,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.5,0.35,0.51,0.125,0.25,6,3,12
90,32,0.375,0.5,0.25,0.375,0.25,0.625,0.375,0.125,0.25,0.25,0.25,0.5,0.39,0.36,0.125,0.25,8,3,12
91,,1,0.4,1,1,0.8,1,1,0.6,1,1,1,1,0.76,0.67,0.6,1,7,2,4
91,1,0.8,0,0.8,1,0.8,0.8,0.6,0.6,0.8,1,0.8,1,0.66,0.67,0.6,0.8,8,1,0
91,2,0.6,0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.49,0.43,0.4,0.6,6,0,1
91,3,0.8,0.2,0.8,1,0.4,0.8,0.6,0.6,0.8,1,0.8,0.8,0.74,0.68,0.6,1,8,0,0
91,4,0.8,0.2,0.4,0.6,0.4,1,0.6,0.6,0.8,0.6,0.6,1,0.54,0.63,0.2,0.4,8,1,4
91,5,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.31,0.4,0.2,0.2,7,1,2
91,6,0.4,0.2,0.4,0.6,0.4,0.4,0.2,0.4,0.6,0.6,0.4,0.6,0.37,0.33,0.2,0.2,7,1,3
91,7,0.4,0,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.37,0.45,0.2,0.4,8,2,4
91,8,0.2,0.2,0.4,0.6,0.2,0.6,0.2,0.4,0.6,0.4,0.4,0.4,0.38,0.26,0.2,0.4,6,1,0
92,,1,0.8,1,1,1,1,1,0.25,1,1,1,1,0.79,0.64,0.75,0.8,7,1,1
92,1,1,0.4,0.6,1,0.8,0.8,1,0.5,0.75,1,0.75,0.75,0.57,0.64,1,1,8,1,1
92,2,1,0.8,1,1,1,1,1,0.5,1,1,1,1,0.59,0.6,0.75,0.8,7,1,0
92,3,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0,0.5,0.75,0.5,0.5,0.5,0.37,0.5,0.4,6,2,8
92,4,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.25,0.5,0.5,0.5,0.5,0.46,0.34,0.5,0.4,7,1,3
92,5,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.25,0.5,0.5,0.5,0.5,0.47,0.42,0.5,0.4,6,1,5
92,6,0.4,0.2,0.4,0.4,0.4,0.4,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.4,7,2,4
92,7,0.4,0.2,0.4,0.6,0.4,0.4,0.5,0.25,0.5,0.75,0.5,0.5,0.46,0.28,0.5,0.4,7,2,4
92,8,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0,0.5,0.25,0.25,0.25,0.37,0.39,0.25,0.2,6,2,4
