id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm
76,6,0.3333333333,0.75,0.5,0.5,0.33333333,0.75,0.5,0.375,2,7,0.56,-0.14,0.5
76,7,0.5,0.75,0.8333333333,0.1666666667,0.33333333,0.75,0.75,0.25,5,9,0.62,-0.8,0.53
76,8,0.3333333333,0.75,0.6666666667,0.3333333333,0.33333333,0.625,0.75,0.625,4,8,0.59,-0.13,0.5
76,9,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.25,1,6,0.54,-0.21,0.48
76,10,0.5,0.625,0.6666666667,0.3333333333,0.66666667,0.75,0.625,0.375,1,4,0.39,-0.44,0.43
76,11,0.5,0.625,0.6666666667,0.3333333333,0.5,0.75,0.625,0.375,1,0,0.43,-0.47,0.36
76,12,0.5,0.75,0.5,0.1666666667,0.83333333,0.625,0.625,0.375,1,0,0.44,-0.45,0.41
76,13,0.5,0.625,0.5,0.3333333333,0.83333333,0.75,0.5,0.25,1,0,0.42,-0.61,0.39
76,14,0.6666666667,0.875,0.8333333333,0.1666666667,0.83333333,0.75,0.875,0.625,1,0,0.43,0.03,0.37
77,0,1,1,1,0.4,1,0.8,1,0.6,0,0,0.74,0.02,0.83
77,1,0.8,0.8,0.8,1,1,1,0.8,0.6,0,0,0.86,0.06,0.82
77,2,0.8,0.6,0.8,0.6,0.8,0.6,0.6,0.4,0,0,0.78,0.34,0.88
77,3,0.8,0.8,0.8,0.6,0.8,1,1,0.4,0,1,0.75,-0.14,0.8
77,4,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.4,4,9,0.17,0.32,0.2
77,5,0.2,0.4,0.2,0.4,0.2,0.8,0.2,0.4,5,9,0.17,-0.23,0.09
77,6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0,5,9,0.21,0.88,0.16
77,7,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.4,5,9,0.18,-0.1,0.1
77,8,0.2,0.4,0.2,0.4,0.4,0.8,0.4,0.2,5,9,0.24,0.12,0.31
77,9,0.4,0.4,0.4,0.2,0.4,0.6,0.6,0.4,1,4,0.57,-1.04,0.39
77,10,0.2,0.6,0.4,0.4,0.4,0.6,0.4,0.4,1,0,0.49,0.16,0.32
77,11,0.2,0.4,0.2,0,0.4,0.4,0.4,0.2,1,0,0.44,-0.21,0.39
77,12,0.2,0.4,0.2,0.2,0.4,0.4,0.2,0.2,1,0,0.44,-0.07,0.37
77,13,0.2,0.4,0.6,0,0.4,0.4,0.6,0,1,4,0.41,-0.06,0.41
78,0,1,0.8333333333,1,0.8,1,1,1,0.5,0,1,0.81,-0.22,0.92
78,1,1,1,1,0.6,1,1,1,0.3333333333,0,1,0.77,-0.19,0.87
78,2,1,1,1,0.6,1,1,1,0.5,0,1,0.71,-0.12,0.95
78,3,0.9,0.8333333333,1,0.5,1,1,1,0.3333333333,0,2,0.62,0.12,0.86
78,4,1,1,1,0.5,1,1,1,0.3333333333,0,1,0.75,-0.03,0.91
78,5,0.9,0.8333333333,1,0.6,0.9,0.8333333333,0.8333333333,0.5,1,5,0.73,-0.44,0.8
78,6,1,1,1,0.8,1,1,1,0.5,0,0,0.79,-0.06,0.83
78,7,0.4,0.5,0.5,0.6,0.6,0.6666666667,0.6666666667,0.1666666667,2,7,0.56,-0.03,0.63
78,8,0.5,0.6666666667,0.6,0.5,0.5,0.6666666667,0.6666666667,0.3333333333,3,4,0.42,0.45,0.64
78,9,0.4,0.5,0.4,0.5,0.7,0.6666666667,0.5,0.1666666667,4,9,0.44,0.03,0.46
78,10,0.5,0.5,0.6,0.5,0.7,0.6666666667,0.5,0.3333333333,4,8,0.43,0.21,0.4
78,11,0.4,0.5,0.5,0.6,0.5,0.6666666667,0.5,0.1666666667,2,8,0.37,-0.03,0.49
78,12,0.2,0.3333333333,0.4,0.4,0.4,0.5,0.3333333333,0.1666666667,4,9,0.29,0.19,0.3
78,13,0.2,0.3333333333,0.2,0.2,0.3,0.3333333333,0.3333333333,0.1666666667,2,10,0.37,-0.04,0.32
78,14,0.2,0.3333333333,0.2,0.2,0.4,0.3333333333,0.3333333333,0.1666666667,4,7,0.38,0.15,0.38
78,15,0.4,0.5,0.4,0.3,0.5,0.6666666667,0.5,0.3333333333,3,8,0.44,-0.04,0.51
78,16,0.2,0.3333333333,0.2,0.3,0.4,0.3333333333,0.3333333333,0.1666666667,4,9,0.28,0.53,0.31
78,17,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,1,7,0.45,-0.19,0.58
78,18,0.6,0.6666666667,0.6,0.4,0.6,0.6666666667,0.6666666667,0.1666666667,2,4,0.45,-0.1,0.47
78,19,0.5,0.5,0.6,0.4,0.6,0.6666666667,0.5,0.1666666667,3,7,0.41,0.06,0.38
78,20,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,9,0.38,0.07,0.44
78,21,0.3,0.1666666667,0.2,0.3,0.5,0.3333333333,0.1666666667,0.3333333333,5,9,0.34,0.36,0.42
78,22,0.2,0.3333333333,0.2,0,0.5,0.5,0.3333333333,0.1666666667,4,12,0.33,0.32,0.26
78,23,0.6,0.6666666667,0.6,0.3,0.6,0.6666666667,0.6666666667,0.1666666667,2,6,0.46,-0.27,0.37
78,24,0.2,0.3333333333,0.2,0.1,0.4,0.5,0.3333333333,0.1666666667,3,9,0.35,0.44,0.27
78,25,0.6,0.6666666667,0.6,0.4,0.5,0.6666666667,0.6666666667,0.1666666667,5,7,0.37,0.2,0.38
78,26,0.3,0.1666666667,0.3,0.1,0.3,0.1666666667,0.1666666667,0,3,7,0.33,-0.15,0.2
78,27,0.3,0.1666666667,0.3,0.2,0.4,0.5,0.3333333333,0.1666666667,3,7,0.36,-0.4,0.42
78,28,0.3,0.1666666667,0.3,0.3,0.4,0.3333333333,0.3333333333,0,3,9,0.27,-0.08,0.21
78,29,0.1,0.1666666667,0.1,0.2,0.5,0.3333333333,0.1666666667,0,4,9,0.32,-0.24,0.18
78,30,0.4,0.3333333333,0.5,0.3,0.7,0.5,0.5,0,2,8,0.53,-0.25,0.47
78,31,0.1,0.1666666667,0.2,0,0.2,0.3333333333,0.1666666667,0,3,12,0.2,-0.36,0.15
78,32,0.1,0.1666666667,0.1,0,0.2,0.1666666667,0.1666666667,0,3,12,0.24,0.06,0.12
78,33,0.1,0.1666666667,0.1,0.1,0.5,0.1666666667,0.1666666667,0.1666666667,4,12,0.24,0.29,0.14
78,34,0.1,0.1666666667,0.1,0,0.3,0.1666666667,0.1666666667,0,3,7,0.29,-0.06,0.17
78,35,0.1,0.1666666667,0.1,0,0.4,0.3333333333,0.1666666667,0,3,4,0.27,-0.3,0.15
79,0,0.75,1,0.875,0.875,1,0.75,1,0.625,0,0,0.75,-0.93,0.74
79,1,0.875,0.625,0.875,1,0.875,0.875,0.875,0.375,2,3,0.73,-0.46,0.73
79,2,1,0.875,1,0.875,1,0.75,0.875,0.875,1,2,0.74,-0.07,0.76
79,3,0.875,0.875,0.875,0.75,1,0.875,0.875,0.25,0,0,0.69,-0.6,0.72
79,4,0.5,0.375,0.5,0.75,0.75,0.5,0.625,0.375,0,0,0.65,0.02,0.53
79,5,0.5,0.5,0.5,0.875,0.625,0.5,0.625,0.375,1,4,0.41,0.3,0.42
79,6,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.25,2,4,0.61,-0.42,0.53
79,7,0.375,0.25,0.375,0.625,0.5,0.375,0.25,0.375,2,3,0.65,-0.25,0.52
79,8,0.375,0.25,0.375,0.625,0.625,0.375,0.375,0.25,1,1,0.64,-0.62,0.61
79,9,0.375,0.375,0.5,0.5,0.5,0.375,0.5,0.375,2,2,0.62,-0.37,0.61
79,10,0.375,0.25,0.375,0.375,0.375,0.375,0.25,0.25,2,0,0.57,-0.71,0.51
79,11,0.125,0.375,0.25,0.375,0.625,0.375,0.5,0.625,3,9,0.17,0.52,0.24
79,12,0.25,0.375,0.375,0.75,0.375,0.625,0.375,0.5,2,4,0.35,0.91,0.32
79,13,0.5,0.25,0.375,0.5,0.375,0.375,0.25,0.625,5,9,0.16,0.58,0.15
79,14,0.5,0.375,0.375,0.75,0.375,0.25,0.375,0.625,5,9,0.25,0.67,0.27
79,15,0.25,0.375,0.5,0.5,0.375,0.375,0.5,0.25,3,9,0.18,0.55,0.29
79,16,0.25,0.25,0.375,0.125,0.375,0.25,0.375,0.25,2,4,0.4,-0.21,0.44
79,17,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.5,2,4,0.48,-0.07,0.4
79,18,0.125,0.125,0.125,0.25,0.375,0.375,0.125,0.375,2,2,0.44,0.19,0.48
79,19,0.125,0.125,0.125,0.125,0.25,0.375,0.125,0.5,3,5,0.44,-0.43,0.41
79,20,0.125,0.125,0.125,0.375,0.25,0.375,0.125,0.25,2,3,0.48,-0.23,0.4
79,21,0.125,0.25,0.125,0,0.25,0.25,0.375,0.125,3,11,0.31,-0.37,0.25
79,22,0.125,0.25,0.125,0.125,0.125,0.375,0.25,0.25,2,4,0.28,-0.52,0.25
79,23,0.125,0.375,0.125,0.125,0.125,0.25,0.375,0.25,3,12,0.18,-0.09,0.29
79,24,0.125,0.375,0.125,0.125,0.25,0.25,0.25,0,3,8,0.29,0.06,0.25
79,25,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.125,3,4,0.29,-0.59,0.24
80,0,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.72,-0.53,0.67
80,1,1,0.6666666667,1,0.75,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.76,0.41,0.68
80,2,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.75,0.02,0.67
80,3,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,0,0.77,0,0.71
80,4,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.5,0,0,0.71,0.24,0.66
80,5,1,0.6666666667,1,0.5,1,0.6666666667,0.6666666667,0.6666666667,0,1,0.76,0.39,0.67
80,6,0,0,0.25,0,0,0,0,0.1666666667,1,0,0.18,-0.62,0.11
80,7,0,0,0,0,0,0,0,0.1666666667,5,4,0.19,-0.25,0.15
80,8,0,0,0,0.25,0,0,0,0.3333333333,5,4,0.26,-0.86,0.16
80,9,0,0,0,0,0,0.1666666667,0,0,5,0,0.19,-0.36,0.18
80,10,0,0,0,0,0,0,0,0.1666666667,4,8,0.15,-0.16,0.14
81,0,1,0.6,1,0.4,1,0.8,0.6,0.2,0,0,0.6,0.62,0.58
81,1,1,0.6,1,0.2,1,0.6,0.6,0.2,0,0,0.45,-0.31,0.59
81,2,1,0.8,0.8,0.2,1,0.8,0.8,0.2,1,4,0.47,-0.09,0.33
81,3,1,0.8,1,0.2,0.8,0.8,0.8,0,0,4,0.52,-0.14,0.63
82,0,1,1,1,1,1,1,1,0.8571428571,0,1,0.86,1.21,0.79
82,1,1,1,1,1,1,1,1,0.8571428571,0,0,0.87,0.59,0.84
82,2,1,1,1,1,1,1,1,0.8571428571,0,1,0.7,0.38,0.81
82,3,1,1,1,0.8,1,1,1,0.7142857143,0,0,0.8,0.58,0.87
82,4,1,1,1,1,1,1,1,0.8571428571,0,1,0.88,0.86,0.87
82,5,1,1,1,0.8,0.8,1,1,0.8571428571,1,1,0.85,0.53,0.9
82,6,0.6,0.7142857143,0.6,0.2,0.8,0.5714285714,0.7142857143,0.5714285714,1,8,0.57,-0.24,0.54
82,7,0.6,0.7142857143,0.6,0.6,0.8,0.7142857143,0.8571428571,0.5714285714,2,6,0.7,0.29,0.71
82,8,0.6,0.7142857143,0.6,0.4,0.6,0.7142857143,0.7142857143,0.5714285714,0,1,0.69,0.47,0.72
82,9,0.6,0.7142857143,0.8,0.4,0.8,0.8571428571,0.8571428571,0.7142857143,1,4,0.68,0.49,0.64
82,10,0.6,0.7142857143,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,1,0.74,0.52,0.75
82,11,0.6,0.7142857143,0.6,0.2,0.6,0.5714285714,0.7142857143,0.4285714286,1,5,0.29,0.22,0.45
82,12,0.6,0.7142857143,0.6,0.6,0.6,0.5714285714,0.8571428571,0.5714285714,1,2,0.55,0.35,0.57
82,13,0.6,0.8571428571,0.6,0.6,0.6,0.8571428571,0.8571428571,0.7142857143,2,5,0.62,0.69,0.62
82,14,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.8571428571,0.5714285714,1,4,0.58,0.39,0.62
82,15,0.6,0.8571428571,0.6,0.6,0.6,0.7142857143,0.7142857143,0.5714285714,1,0,0.57,0.41,0.65
82,16,0.2,0.1428571429,0.2,0,0.2,0.2857142857,0.5714285714,0.1428571429,4,9,0.1,0.7,0.14
82,17,0.2,0.5714285714,0.2,0.2,0.2,0.2857142857,0.5714285714,0.2857142857,3,14,0.33,0.39,0.39
82,18,0.2,0.4285714286,0.2,0.2,0.2,0.5714285714,0.5714285714,0.1428571429,5,7,0.34,0.96,0.27
82,19,0.2,0.5714285714,0.2,0,0.2,0.5714285714,0.7142857143,0.2857142857,2,5,0.27,0.14,0.33
82,20,0.2,0.5714285714,0.2,0.2,0.2,0.4285714286,0.5714285714,0.2857142857,2,5,0.27,0.21,0.43
82,21,0.2,0.4285714286,0.4,0,0.4,0.5714285714,0.7142857143,0.2857142857,5,9,0.33,0.6,0.24
82,22,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,5,9,0.35,-0.01,0.34
82,23,0.2,0.2857142857,0.2,0,0.2,0.4285714286,0.4285714286,0.4285714286,5,9,0.39,0.44,0.4
82,24,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,2,4,0.38,0.09,0.36
82,25,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.2857142857,5,4,0.41,-0.13,0.33
82,26,0.2,0.2857142857,0.2,0.2,0.2,0.2857142857,0.4285714286,0.4285714286,2,4,0.34,0.77,0.39
83,0,1,0.75,1,0.75,1,0.75,0.75,0.75,1,1,0.75,0.01,0.81
83,1,1,0.75,1,1,1,0.75,0.75,0.5,1,5,0.69,0.03,0.8
83,2,1,0.75,1,1,1,0.75,0.75,0.75,2,4,0.74,-0.04,0.81
83,3,1,0.75,1,1,1,0.75,0.75,0.75,4,0,0.78,0.35,0.81
83,4,1,0.75,1,1,1,0.75,0.75,0.75,1,5,0.74,0.45,0.81
83,5,1,1,1,1,1,1,1,0.75,0,0,0.75,0.45,0.79
83,6,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,1,4,0.47,-0.24,0.59
83,7,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1,0,0.52,-0.21,0.56
83,8,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1,0,0.43,0.25,0.52
83,9,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.53,-0.37,0.53
83,10,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,1,0,0.52,0.18,0.54
83,11,0.5,0,0.5,0.5,0.5,0,0,0.25,5,15,0.32,0.29,0.41
83,12,0.5,0,0.5,0.5,0.5,0,0,0.5,5,9,0.31,0.21,0.41
83,13,0.25,0,0.5,0.5,0.5,0,0,0.5,5,4,0.38,0.02,0.39
83,14,0.5,0.25,0.5,0.5,0.75,0.5,0,0.5,5,9,0.3,0.2,0.36
83,15,0.5,0,0.5,0.25,0.5,0,0,0.25,2,6,0.27,0.22,0.31
84,0,1,1,1,1,1,1,1,0.875,0,0,0.63,0.29,0.79
84,1,1,1,1,0.8333333333,1,1,1,0.875,0,0,0.63,0.22,0.84
84,2,1,1,1,1,1,1,1,0.875,0,1,0.58,0.51,0.86
84,3,1,1,1,0.8333333333,1,1,1,0.75,1,4,0.6,0.72,0.86
84,4,1,1,1,0.8333333333,1,0.875,1,1,0,0,0.65,0.43,0.77
84,5,1,1,0.8333333333,0.6666666667,1,1,1,0.875,1,4,0.62,0.61,0.85
84,6,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.625,0.75,0.75,1,3,0.38,-0.18,0.68
84,7,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.57,0.12,0.65
84,8,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.54,-0.13,0.7
84,9,0.8333333333,0.875,0.8333333333,0.6666666667,0.83333333,0.75,0.875,0.625,2,4,0.54,-0.11,0.62
84,10,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,6,0.56,0.25,0.61
84,11,0.8333333333,0.75,0.8333333333,1,0.83333333,0.625,0.75,0.75,3,7,0.56,-0.1,0.65
84,12,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,2,3,0.54,0.18,0.64
84,13,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,3,9,0.53,-0.24,0.62
84,14,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,1,1,0.53,0.03,0.62
84,15,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,4,0.58,-0.04,0.65
84,16,0.8333333333,0.75,0.6666666667,0.5,0.83333333,0.75,0.875,0.625,1,0,0.5,0.35,0.45
84,17,0.6666666667,0.75,0.6666666667,0.5,0.66666667,0.875,0.875,0.75,1,4,0.48,0.57,0.51
84,18,0.6666666667,0.75,0.6666666667,0.5,0.83333333,0.875,0.875,0.625,1,3,0.53,0.43,0.62
84,19,0.5,0.75,0.5,0.5,0.5,0.875,0.875,0.75,1,0,0.43,0,0.57
84,20,0.6666666667,0.875,0.6666666667,0.5,0.83333333,0.75,0.75,0.875,2,8,0.41,0.47,0.64
84,21,0.5,0.625,0.5,0.3333333333,0.5,0.75,0.5,0.625,0,0,0.33,0.33,0.33
84,22,0.5,0.625,0.5,0.8333333333,0.66666667,0.625,0.625,0.75,2,6,0.39,0.37,0.32
84,23,0.5,0.625,0.5,0.8333333333,0.66666667,0.75,0.625,0.75,1,5,0.35,0.35,0.37
84,24,0.5,0.625,0.5,0.5,0.5,0.875,0.5,0.75,1,0,0.36,-0.04,0.39
84,25,0.3333333333,0.5,0.3333333333,0.3333333333,0.5,0.625,0.5,0.75,2,4,0.37,-0.07,0.4
84,26,0.3333333333,0.5,0.3333333333,0.3333333333,0.66666667,0.625,0.625,0.625,2,5,0.41,0.01,0.4
84,27,0.5,0.625,0.5,0.1666666667,0.5,0.75,0.625,0.5,4,9,0.4,0.01,0.47
84,28,0.3333333333,0.5,0.3333333333,0.1666666667,0.33333333,0.5,0.625,0.625,2,6,0.39,-0.07,0.45
84,29,0.5,0.625,0.5,0.1666666667,0.5,0.625,0.5,0.5,2,7,0.37,0.13,0.37
84,30,0,0.5,0,0.3333333333,0.33333333,0.5,0.25,0.375,1,9,0.2,0.7,0.19
84,31,0.1666666667,0.625,0.1666666667,0,0.83333333,0.75,0.5,0.375,5,9,0.22,0.76,0.27
84,32,0,0.5,0.1666666667,0.5,0.66666667,0.75,0.5,0.375,5,4,0.25,0.84,0.29
84,33,0.1666666667,0.375,0.1666666667,0.3333333333,0.66666667,0.5,0.5,0.125,5,9,0.19,0.37,0.11
84,34,0,0.5,0,0.1666666667,0.5,0.5,0.5,0.375,5,9,0.25,0.48,0.16
85,0,0.9,0.9166666667,1,0.8,1,1,0.9166666667,0.3333333333,1,5,0.82,-0.34,0.8
85,1,0.9,0.75,1,0.8,1,0.6666666667,0.8333333333,0.5833333333,2,2,0.71,0.08,0.76
85,2,1,0.9166666667,1,0.8,1,0.9166666667,0.9166666667,0.3333333333,3,8,0.72,0.05,0.78
85,3,0.8,0.6666666667,0.8,0.6,1,0.8333333333,0.6666666667,0.5,4,8,0.6,-0.38,0.67
85,4,0.8,0.5833333333,0.8,0.4,0.8,0.5,0.5833333333,0.1666666667,3,7,0.58,-0.49,0.65
85,5,0.8,0.5833333333,0.8,0.4,0.9,0.6666666667,0.5833333333,0.3333333333,2,5,0.68,0,0.71
85,6,0.8,0.6666666667,0.8,0.5,0.8,0.6666666667,0.6666666667,0.3333333333,2,4,0.52,-0.3,0.6
85,7,0.4,0.25,0.4,0.5,0.4,0.3333333333,0.25,0.25,5,13,0.36,0.23,0.4
85,8,0.4,0.3333333333,0.4,0.3,0.4,0.4166666667,0.3333333333,0.4166666667,5,20,0.27,-0.17,0.32
85,9,0.3,0.25,0.3,0.4,0.3,0.4166666667,0.25,0.1666666667,5,9,0.32,-0.18,0.35
85,10,0.3,0.3333333333,0.3,0.5,0.3,0.3333333333,0.4166666667,0.25,5,9,0.27,0.39,0.35
85,11,0.3,0.4166666667,0.3,0.3,0.4,0.4166666667,0.3333333333,0.1666666667,5,9,0.27,0.03,0.31
85,12,0.5,0.5,0.5,0.3,0.7,0.4166666667,0.4166666667,0.1666666667,5,9,0.4,-0.24,0.44
85,13,0.5,0.4166666667,0.5,0.2,0.5,0.3333333333,0.5,0.25,5,36,0.26,0.04,0.34
85,14,0.5,0.4166666667,0.5,0.1,0.5,0.3333333333,0.5,0.1666666667,4,8,0.29,-0.71,0.43
85,15,0.5,0.4166666667,0.6,0.1,0.6,0.4166666667,0.5,0.4166666667,5,10,0.39,-1.01,0.43
85,16,0.5,0.5,0.5,0,0.7,0.5833333333,0.4166666667,0.1666666667,5,9,0.43,0.17,0.38
85,17,0.2,0.3333333333,0.2,0.3,0.2,0.08333333,0.4166666667,0.3333333333,5,36,0.46,0.65,0.39
85,18,0.2,0.25,0.3,0.5,0.6,0.4166666667,0.25,0.5,5,9,0.49,0.12,0.47
85,19,0.3,0.3333333333,0.3,0.2,0.3,0.5,0.25,0.4166666667,5,20,0.12,0.11,0.19
85,20,0.3,0.1666666667,0.3,0.4,0.4,0.25,0.1666666667,0.25,5,20,0.2,-0.47,0.27
85,21,0.2,0.3333333333,0.2,0.2,0.3,0.25,0.3333333333,0.5,5,9,0.06,0.44,0.14
85,22,0.2,0.25,0.2,0.3,0.2,0.3333333333,0.25,0.4166666667,5,4,0.63,0.31,0.63
85,23,0.2,0.25,0.2,0.3,0.3,0.5,0.25,0.5833333333,5,9,0.49,0.22,0.52
85,24,0.2,0.25,0.3,0.3,0.5,0.3333333333,0.25,0.3333333333,4,9,0.5,0.12,0.53
86,0,1,0.8181818182,1,0.7142857143,1,0.9090909091,1,0.6363636364,2,7,0.68,0.28,0.76
86,1,0.8571428571,0.7272727273,1,0.7142857143,0.85714286,0.8181818182,0.8181818182,0.6363636364,1,0,0.67,0.93,0.71
86,2,1,0.8181818182,1,0.7142857143,1,0.9090909091,0.8181818182,0.6363636364,1,3,0.7,0.06,0.8
86,3,0.7142857143,0.8181818182,0.7142857143,0.7142857143,0.85714286,0.7272727273,0.8181818182,0.6363636364,1,2,0.65,0.62,0.71
86,4,0.8571428571,0.9090909091,1,0.7142857143,0.85714286,0.8181818182,0.9090909091,0.6363636364,1,1,0.84,0.62,0.79
86,5,0.5714285714,0.6363636364,0.7142857143,0.7142857143,0.85714286,0.8181818182,0.6363636364,0.6363636364,1,6,0.7,0.61,0.7
86,6,0.7142857143,0.6363636364,0.8571428571,0.7142857143,0.71428571,0.7272727273,0.8181818182,0.7272727273,1,1,0.53,0.38,0.74
86,7,0.7142857143,0.4545454545,0.7142857143,0.4285714286,0.71428571,0.7272727273,0.6363636364,0.2727272727,1,6,0.61,-0.15,0.66
86,8,0.4285714286,0.5454545455,0.5714285714,0.7142857143,0.85714286,0.6363636364,0.5454545455,0.5454545455,3,7,0.45,0.43,0.57
86,9,0.5714285714,0.6363636364,0.8571428571,0.8571428571,0.85714286,0.6363636364,0.6363636364,0.6363636364,2,5,0.38,0.55,0.55
86,10,0.4285714286,0.4545454545,0.5714285714,0.5714285714,0.57142857,0.7272727273,0.6363636364,0.5454545455,2,5,0.48,0.67,0.54
86,11,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.5454545455,0.5454545455,0.4545454545,1,1,0.52,0.8,0.5
86,12,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.6363636364,0.6363636364,0.6363636364,3,4,0.42,0.38,0.48
86,13,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.6363636364,0.6363636364,0.5454545455,3,4,0.46,0.54,0.46
86,14,0.4285714286,0.4545454545,0.4285714286,0.2857142857,0.71428571,0.6363636364,0.5454545455,0.5454545455,4,8,0.47,0.53,0.37
86,15,0.2857142857,0.5454545455,0.5714285714,0.2857142857,0.71428571,0.3636363636,0.3636363636,0.1818181818,4,9,0.45,0.43,0.46
86,16,0.5714285714,0.4545454545,0.4285714286,0.2857142857,0.71428571,0.4545454545,0.3636363636,0.09090909,3,8,0.44,0.49,0.48
86,17,0.2857142857,0.6363636364,0.5714285714,0.2857142857,0.57142857,0.7272727273,0.4545454545,0.2727272727,5,9,0.5,0.75,0.56
86,18,0.4285714286,0.5454545455,0.4285714286,0.2857142857,0.57142857,0.4545454545,0.3636363636,0.1818181818,3,7,0.5,0.34,0.41
86,19,0.2857142857,0.4545454545,0.1428571429,0.1428571429,0.28571429,0.4545454545,0.3636363636,0.09090909,3,9,0.42,-0.24,0.42
86,20,0.2857142857,0.2727272727,0.1428571429,0.1428571429,0.42857143,0.3636363636,0.3636363636,0.2727272727,2,4,0.36,0.13,0.44
86,21,0.1428571429,0.1818181818,0.2857142857,0,0.42857143,0.3636363636,0.2727272727,0.1818181818,5,6,0.19,0.58,0.32
86,22,0.2857142857,0.2727272727,0.5714285714,0.1428571429,0.57142857,0.4545454545,0.2727272727,0.3636363636,5,8,0.18,0.22,0.3
86,23,0.1428571429,0.1818181818,0.2857142857,0.1428571429,0.28571429,0.1818181818,0.1818181818,0.1818181818,3,9,0.18,0.98,0.27
86,24,0.1428571429,0.2727272727,0.2857142857,0.2857142857,0.28571429,0.1818181818,0.2727272727,0.1818181818,5,9,0.2,0.53,0.28
86,25,0.4285714286,0.3636363636,0.2857142857,0.4285714286,0.42857143,0.3636363636,0.4545454545,0.4545454545,2,5,0.41,0.48,0.37
86,26,0,0.2727272727,0.1428571429,0.1428571429,0.14285714,0.3636363636,0.3636363636,0.1818181818,5,9,0.05,-0.11,0.24
86,27,0,0.1818181818,0.1428571429,0.1428571429,0.28571429,0.2727272727,0.2727272727,0.1818181818,2,4,0.21,0.54,0.24
86,28,0,0.2727272727,0.2857142857,0.1428571429,0.42857143,0.5454545455,0.3636363636,0.1818181818,5,9,0.12,-0.01,0.17
86,29,0.2857142857,0.3636363636,0.1428571429,0.1428571429,0.14285714,0.5454545455,0.3636363636,0.1818181818,5,9,0.23,0.17,0.36
86,30,0.1428571429,0.3636363636,0.1428571429,0.1428571429,0.42857143,0.4545454545,0.4545454545,0.1818181818,2,6,0.36,-0.8,0.4
86,31,0.1428571429,0.4545454545,0.2857142857,0.1428571429,0.28571429,0.3636363636,0.4545454545,0.1818181818,2,8,0.21,-0.35,0.43
86,32,0.1428571429,0.3636363636,0.2857142857,0.2857142857,0.57142857,0.2727272727,0.4545454545,0.1818181818,1,4,0.34,-0.13,0.43
86,33,0.1428571429,0.3636363636,0.1428571429,0.1428571429,0.28571429,0.5454545455,0.4545454545,0.09090909,3,8,0.38,-0.42,0.46
86,34,0.1428571429,0.2727272727,0.1428571429,0.1428571429,0.57142857,0.4545454545,0.6363636364,0.09090909,5,9,0.49,-0.17,0.5
87,0,1,1,1,0.4,1,1,1,0.625,0,7,0.66,-0.83,0.76
