ID,Prompt,Image,Image Source,New filename,Rank order (higher is “farther away” from start),Rank order (higher is “farther away” from start)
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman with a toothbrush in her hand._1.png,SDXL,84-7.png,1a,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman with a toothbrush in her hand._2.png,SDXL,84-8.png,1a,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman with a toothbrush in her hand._3.png,SDXL,84-9.png,1a,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman with a toothbrush in her hand._4.png,SDXL,84-10.png,1a,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman brushing her teeth._0.png,SDXL,84-11.png,1a,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman brushing her teeth._1.png,SDXL,84-12.png,1b,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman brushing her teeth._2.png,SDXL,84-13.png,1b,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman brushing her teeth._3.png,SDXL,84-14.png,1b,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman brushing her teeth._4.png,SDXL,84-15.png,1b,1
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman dressed in black smiling._0.png,SDXL,84-16.png,2,2
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman dressed in black smiling._1.png,SDXL,84-17.png,2,2
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman dressed in black smiling._2.png,SDXL,84-18.png,2,2
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman dressed in black smiling._3.png,SDXL,84-19.png,2,2
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman dressed in black smiling._4.png,SDXL,84-20.png,2,2
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Black dress._0.png,SDXL,84-21.png,3a,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Black dress._1.png,SDXL,84-22.png,3a,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Black dress._3.png,SDXL,84-23.png,3a,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Black dress._4.png,SDXL,84-24.png,3a,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman smiling._0.png,SDXL,84-25.png,3b,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman smiling._1.png,SDXL,84-26.png,3b,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman smiling._2.png,SDXL,84-27.png,3b,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman smiling._3.png,SDXL,84-28.png,3b,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_A woman smiling._4.png,SDXL,84-29.png,3b,3
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Teeth._0.png,SDXL,84-30.png,4,4
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Teeth._1.png,SDXL,84-31.png,4,4
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Teeth._2.png,SDXL,84-32.png,4,4
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Teeth._3.png,SDXL,84-33.png,4,4
84,"A woman dressed in black, smiling with a toothbrush in her hand.",84_Teeth._4.png,SDXL,84-34.png,4,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,coco_111485_stable_diffusion_v2_1.jpg,SD2.1,85-0.jpg,0,0
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with an umbrella hat sitting at a table under a red umbrella_0.png,SDXL,85-1.png,1,1
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with an umbrella hat sitting at a table under a red umbrella_1.png,SDXL,85-2.png,1,1
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table under a red umbrella._1.png,SDXL,85-3.png,2,2
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table under a red umbrella._2.png,SDXL,85-4.png,2,2
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table under a red umbrella._3.png,SDXL,85-5.png,2,2
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table under a red umbrella._4.png,SDXL,85-6.png,2,2
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with an umbrella hat._3.png,SDXL,85-7.png,3a,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with a hat._0.png,SDXL,85-8.png,3b,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with a hat._1.png,SDXL,85-9.png,3b,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with a hat._2.png,SDXL,85-10.png,3b,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy with a hat._3.png,SDXL,85-11.png,3b,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table._0.png,SDXL,85-12.png,3c,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table._1.png,SDXL,85-13.png,3c,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table._2.png,SDXL,85-14.png,3c,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table._3.png,SDXL,85-15.png,3c,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy sitting at a table._4.png,SDXL,85-16.png,3c,3
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_An umbrella hat._0.png,SDXL,85-17.png,4a,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_An umbrella hat._3.png,SDXL,85-18.png,4a,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy._0.png,SDXL,85-19.png,4b,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy._1.png,SDXL,85-20.png,4b,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A guy._3.png,SDXL,85-21.png,4b,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A red umbrella._2.png,SDXL,85-22.png,4c,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A red umbrella._3.png,SDXL,85-23.png,4c,4
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,85_A red umbrella._4.png,SDXL,85-24.png,4c,4
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,coco_103653_stable_diffusion_v2_1.jpg,SD2.1,86-0.jpg,0,0
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal next to a food car._1.png,SDXL,86-1.png,0,0
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal next to a food car._2.png,SDXL,86-2.png,0,0
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal._0.png,SDXL,86-3.png,1a,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal._2.png,SDXL,86-4.png,1a,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal._3.png,SDXL,86-5.png,1a,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets sharing a meal._4.png,SDXL,86-6.png,1a,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal next to a food car._4.png,SDXL,86-7.png,1b,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Men in neon yellow safety jackets next to a food car._1.png,SDXL,86-8.png,1c,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Men in neon yellow safety jackets next to a food car._3.png,SDXL,86-9.png,1c,1
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets._0.png,SDXL,86-10.png,2a,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets._2.png,SDXL,86-11.png,2a,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets._3.png,SDXL,86-12.png,2a,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men in neon yellow safety jackets._4.png,SDXL,86-13.png,2a,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal._0.png,SDXL,86-14.png,2b,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal._1.png,SDXL,86-15.png,2b,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal._2.png,SDXL,86-16.png,2b,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal._3.png,SDXL,86-17.png,2b,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men sharing a meal._4.png,SDXL,86-18.png,2b,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal next to a food car._2.png,SDXL,86-19.png,2c,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal next to a food car._4.png,SDXL,86-20.png,2c,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men._0.png,SDXL,86-21.png,3a,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men._1.png,SDXL,86-22.png,3a,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men._2.png,SDXL,86-23.png,3a,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Two men._3.png,SDXL,86-24.png,3a,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_Neon yellow safety jackets._0.png,SDXL,86-25.png,3b,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal._0.png,SDXL,86-26.png,3c,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal._1.png,SDXL,86-27.png,3c,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal._2.png,SDXL,86-28.png,3c,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A meal._4.png,SDXL,86-29.png,3c,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A food car._0.png,SDXL,86-30.png,3d,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A food car._1.png,SDXL,86-31.png,3d,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A food car._2.png,SDXL,86-32.png,3d,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A food car._3.png,SDXL,86-33.png,3d,3
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,86_A food car._4.png,SDXL,86-34.png,3d,3
87,an aerial photo of a sandy island in the ocean,partiprompt_754_stable_diffusion_v2_1.jpg,SD2.1,87-0.jpg,0,0
87,an aerial photo of a sandy island in the ocean,87_an aerial photo of a sandy island in the ocean_0.png,SDXL,87-1.png,0,0
87,an aerial photo of a sandy island in the ocean,87_an aerial photo of a sandy island in the ocean_2.png,SDXL,87-2.png,0,0
87,an aerial photo of a sandy island in the ocean,87_an aerial photo of a sandy island in the ocean_3.png,SDXL,87-3.png,0,0
87,an aerial photo of a sandy island in the ocean,87_an aerial photo of a sandy island in the ocean_4.png,SDXL,87-4.png,0,0
87,an aerial photo of a sandy island in the ocean,87_an aerial photo of a ocean_0.png,SDXL,87-5.png,1,1
88,A commercial airplane with propellers flying through the air.,coco_397109_stable_diffusion_v2_1.jpg,SD2.1,88-0.jpg,0,0
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane with propellers flying through the air._0.png,SDXL,88-1.png,0,0
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane with propellers flying through the air._1.png,SDXL,88-2.png,0,0
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane with propellers flying through the air._2.png,SDXL,88-3.png,0,0
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane with propellers flying through the air._3.png,SDXL,88-4.png,0,0
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane flying through the air._2.png,SDXL,88-5.png,1a,1
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane flying through the air._3.png,SDXL,88-6.png,1a,1
88,A commercial airplane with propellers flying through the air.,88_A commercial airplane flying through the air._4.png,SDXL,88-7.png,1a,1
88,A commercial airplane with propellers flying through the air.,88_Propellers flying through the air._3.png,SDXL,88-8.png,1b,1
88,A commercial airplane with propellers flying through the air.,88_Propellers flying through the air._4.png,SDXL,88-9.png,1b,1
89,An elevated subway train in a major city on a sunny day.,coco_20046_stable_diffusion_v2_1.jpg,SD2.1,89-0.jpg,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city on a sunny day._0.png,SDXL,89-1.png,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city on a sunny day._1.png,SDXL,89-2.png,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city on a sunny day._2.png,SDXL,89-3.png,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city on a sunny day._3.png,SDXL,89-4.png,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city on a sunny day._4.png,SDXL,89-5.png,0,0
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city (at night)._0.png,SDXL,89-6.png,1a,1
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city (at night)._1.png,SDXL,89-7.png,1a,1
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train in a major city (at night)._2.png,SDXL,89-8.png,1a,1
89,An elevated subway train in a major city on a sunny day.,89_An elevated subway train on a sunny day._2.png,SDXL,89-9.png,1b,1
89,An elevated subway train in a major city on a sunny day.,89_A major city on a sunny day._0.png,SDXL,89-10.png,1c,1
89,An elevated subway train in a major city on a sunny day.,89_A major city on a sunny day._1.png,SDXL,89-11.png,1c,1
89,An elevated subway train in a major city on a sunny day.,89_A major city on a sunny day._2.png,SDXL,89-12.png,1c,1
89,An elevated subway train in a major city on a sunny day.,89_A major city on a sunny day._3.png,SDXL,89-13.png,1c,1
89,An elevated subway train in a major city on a sunny day.,89_A major city on a sunny day._4.png,SDXL,89-14.png,1c,1
89,An elevated subway train in a major city on a sunny day.,89_A subway train._0.png,SDXL,89-15.png,2a,2
89,An elevated subway train in a major city on a sunny day.,89_A subway train._1.png,SDXL,89-16.png,2a,2
89,An elevated subway train in a major city on a sunny day.,89_A subway train._2.png,SDXL,89-17.png,2a,2
89,An elevated subway train in a major city on a sunny day.,89_A subway train._3.png,SDXL,89-18.png,2a,2
89,An elevated subway train in a major city on a sunny day.,89_A subway train._4.png,SDXL,89-19.png,2a,2
89,An elevated subway train in a major city on a sunny day.,89_A major city._0.png,SDXL,89-20.png,2b,2
89,An elevated subway train in a major city on a sunny day.,89_A sunny day._0.png,SDXL,89-21.png,2b,2
89,An elevated subway train in a major city on a sunny day.,89_A sunny day._1.png,SDXL,89-22.png,2b,2
89,An elevated subway train in a major city on a sunny day.,89_A sunny day._2.png,SDXL,89-23.png,2b,2
89,An elevated subway train in a major city on a sunny day.,89_A sunny day._3.png,SDXL,89-24.png,2b,2
89,An elevated subway train in a major city on a sunny day.,89_A sunny day._4.png,SDXL,89-25.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",coco_627537_stable_diffusion_v2_1.jpg,SD2.1,90-0.jpg,0,0
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear in a wooden bowl._3.png,SDXL,90-1.png,1a,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear in a wooden bowl._4.png,SDXL,90-2.png,1a,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear in a wooden bowl._0.png,SDXL,90-3.png,1a,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear in a wooden bowl._1.png,SDXL,90-4.png,1a,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear in a wooden bowl._2.png,SDXL,90-5.png,1a,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A lemon in a wooden bowl._0.png,SDXL,90-6.png,1b,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A lemon in a wooden bowl._1.png,SDXL,90-7.png,1b,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A lemon in a wooden bowl._2.png,SDXL,90-8.png,1b,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A lemon in a wooden bowl._3.png,SDXL,90-9.png,1b,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A lemon in a wooden bowl._4.png,SDXL,90-10.png,1b,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana in a wooden bowl._0.png,SDXL,90-11.png,1c,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana in a wooden bowl._1.png,SDXL,90-12.png,1c,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana in a wooden bowl._2.png,SDXL,90-13.png,1c,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana in a wooden bowl._3.png,SDXL,90-14.png,1c,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana in a wooden bowl._4.png,SDXL,90-15.png,1c,1
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear._2.png,SDXL,90-16.png,2a,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A pear._3.png,SDXL,90-17.png,2a,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_An orange._0.png,SDXL,90-18.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_An orange._1.png,SDXL,90-19.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_An orange._2.png,SDXL,90-20.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_An orange._3.png,SDXL,90-21.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_An orange._4.png,SDXL,90-22.png,2b,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana._0.png,SDXL,90-23.png,2c,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana._1.png,SDXL,90-24.png,2c,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana._2.png,SDXL,90-25.png,2c,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana._3.png,SDXL,90-26.png,2c,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A banana._4.png,SDXL,90-27.png,2c,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A wooden bowl._0.png,SDXL,90-28.png,2d,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A wooden bowl._1.png,SDXL,90-29.png,2d,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A wooden bowl._2.png,SDXL,90-30.png,2d,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A wooden bowl._3.png,SDXL,90-31.png,2d,2
90,"A pear, lemon, and a banana in a wooden bowl.",90_A wooden bowl._4.png,SDXL,90-32.png,2d,2
91,A chair in the corner on a boat.,coco_321596_stable_diffusion_v2_1.jpg,SD2.1,91-0.jpg,0,0
91,A chair in the corner on a boat.,91_A chair in the corner on a boat._2_dalle_v2.png,DALL-E2,91-1.png,0,0
91,A chair in the corner on a boat.,91_A chair in the corner on a boat._1_dalle_v2.png,DALL-E2,91-2.png,0,0
91,A chair in the corner on a boat.,91_A chair in the corner on a boat._3_dalle_v2.png,DALL-E2,91-3.png,0,0
91,A chair in the corner on a boat.,91_A chair in the corner on a boat._4_dalle_v2.png,DALL-E2,91-4.png,0,0
91,A chair in the corner on a boat.,91_A chair._2_dalle_v2.png,DALL-E2,91-5.png,1,1
91,A chair in the corner on a boat.,91_A chair._1_dalle_v2.png,DALL-E2,91-6.png,1,1
91,A chair in the corner on a boat.,91_A chair._3_dalle_v2.png,DALL-E2,91-7.png,1,1
91,A chair in the corner on a boat.,91_A chair._4_dalle_v2.png,DALL-E2,91-8.png,1,1
92,A man sitting on a motorcycle smoking.,coco_668102_stable_diffusion_v2_1.jpg,SD2.1,92-0.jpg,0,0
92,A man sitting on a motorcycle smoking.,92_A man sitting on a motorcycle smoking._1_dalle_v2.png,DALL-E2,92-1.png,0,0
92,A man sitting on a motorcycle smoking.,92_A man sitting on a motorcycle smoking._4_dalle_v2.png,DALL-E2,92-2.png,0,0
92,A man sitting on a motorcycle smoking.,92_A man smoking._0_dalle_v2.png,DALL-E2,92-3.png,1a,1
92,A man sitting on a motorcycle smoking.,92_A man smoking._1_dalle_v2.png,DALL-E2,92-4.png,1a,1
92,A man sitting on a motorcycle smoking.,92_A man smoking._2_dalle_v2.png,DALL-E2,92-5.png,1a,1
92,A man sitting on a motorcycle smoking.,92_A man smoking._3_dalle_v2.png,DALL-E2,92-6.png,1a,1
92,A man sitting on a motorcycle smoking.,92_A man smoking._4_dalle_v2.png,DALL-E2,92-7.png,1a,1
92,A man sitting on a motorcycle smoking.,92_A motorcycle._0_dalle_v2.png,DALL-E2,92-8.png,1b,1
92,A man sitting on a motorcycle smoking.,92_A motorcycle._1_dalle_v2.png,DALL-E2,92-9.png,1b,1
92,A man sitting on a motorcycle smoking.,92_A motorcycle._2_dalle_v2.png,DALL-E2,92-10.png,1b,1
92,A man sitting on a motorcycle smoking.,92_A motorcycle._3_dalle_v2.png,DALL-E2,92-11.png,1b,1
92,A man sitting on a motorcycle smoking.,92_A motorcycle._4_dalle_v2.png,DALL-E2,92-12.png,1b,1
93,A car and a truck sitting in red light.,coco_67370_stable_diffusion_v2_1.jpg,SD2.1,93-0.jpg,0,0
93,A car and a truck sitting in red light.,93_A car and a truck sitting in red light._0_dalle_v2.png,DALL-E2,93-1.png,0,0
93,A car and a truck sitting in red light.,93_A car and a truck._3_dalle_v2.png,DALL-E2,93-2.png,1a,1
93,A car and a truck sitting in red light.,93_A car sitting in red light._1_dalle_v2.png,DALL-E2,93-3.png,1b,1
93,A car and a truck sitting in red light.,93_A car sitting in red light._2_dalle_v2.png,DALL-E2,93-4.png,1b,1
93,A car and a truck sitting in red light.,93_A car sitting in red light._3_dalle_v2.png,DALL-E2,93-5.png,1b,1
93,A car and a truck sitting in red light.,93_A truck at a red light._1_dalle_v2.png,DALL-E2,93-6.png,1b,1
93,A car and a truck sitting in red light.,93_A truck at a red light._2_dalle_v2.png,DALL-E2,93-7.png,1b,1
93,A car and a truck sitting in red light.,93_A car._0_dalle_v2.png,DALL-E2,93-8.png,2a,2
93,A car and a truck sitting in red light.,93_A car._2_dalle_v2.png,DALL-E2,93-9.png,2a,2
93,A car and a truck sitting in red light.,93_A car._3_dalle_v2.png,DALL-E2,93-10.png,2a,2
93,A car and a truck sitting in red light.,93_A car._4_dalle_v2.png,DALL-E2,93-11.png,2a,2
93,A car and a truck sitting in red light.,93_A truck._0_dalle_v2.png,DALL-E2,93-12.png,2b,2
93,A car and a truck sitting in red light.,93_A truck._1_dalle_v2.png,DALL-E2,93-13.png,2b,2
93,A car and a truck sitting in red light.,93_A truck._2_dalle_v2.png,DALL-E2,93-14.png,2b,2
93,A car and a truck sitting in red light.,93_A truck._3_dalle_v2.png,DALL-E2,93-15.png,2b,2
93,A car and a truck sitting in red light.,93_A truck._4_dalle_v2.png,DALL-E2,93-16.png,2b,2
93,A car and a truck sitting in red light.,93_A red light._0_dalle_v2.png,DALL-E2,93-17.png,2c,2
93,A car and a truck sitting in red light.,93_A red light._1_dalle_v2.png,DALL-E2,93-18.png,2c,2
93,A car and a truck sitting in red light.,93_A red light._2_dalle_v2.png,DALL-E2,93-19.png,2c,2
93,A car and a truck sitting in red light.,93_A red light._3_dalle_v2.png,DALL-E2,93-20.png,2c,2
93,A car and a truck sitting in red light.,93_A red light._4_dalle_v2.png,DALL-E2,93-21.png,2c,2
94,A man at a food truck viewing the menu.,coco_426642_stable_diffusion_v2_1.jpg,SD2.1,94-0.jpg,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck viewing the menu._0_dalle_v2.png,DALL-E2,94-1.png,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck viewing the menu._1_dalle_v2.png,DALL-E2,94-2.png,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck viewing the menu._2_dalle_v2.png,DALL-E2,94-3.png,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck viewing the menu._3_dalle_v2.png,DALL-E2,94-4.png,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck viewing the menu._4_dalle_v2.png,DALL-E2,94-5.png,0,0
94,A man at a food truck viewing the menu.,94_A man at a food truck._0_dalle_v2.png,DALL-E2,94-6.png,1a,1
94,A man at a food truck viewing the menu.,94_A man at a food truck._2_dalle_v2.png,DALL-E2,94-7.png,1a,1
94,A man at a food truck viewing the menu.,94_A man at a food truck._4_dalle_v2.png,DALL-E2,94-8.png,1a,1
94,A man at a food truck viewing the menu.,94_A man viewing the menu._0_dalle_v2.png,DALL-E2,94-9.png,1b,1
94,A man at a food truck viewing the menu.,94_A man viewing the menu._1_dalle_v2.png,DALL-E2,94-10.png,1b,1
94,A man at a food truck viewing the menu.,94_A man viewing the menu._2_dalle_v2.png,DALL-E2,94-11.png,1b,1
94,A man at a food truck viewing the menu.,94_A man viewing the menu._3_dalle_v2.png,DALL-E2,94-12.png,1b,1
94,A man at a food truck viewing the menu.,94_A man viewing the menu._4_dalle_v2.png,DALL-E2,94-13.png,1b,1
94,A man at a food truck viewing the menu.,94_A food truck with a menu._2_dalle_v2.png,DALL-E2,94-14.png,1c,1
94,A man at a food truck viewing the menu.,94_A food truck with a menu._3_dalle_v2.png,DALL-E2,94-15.png,1c,1
94,A man at a food truck viewing the menu.,94_A food truck with a menu._4_dalle_v2.png,DALL-E2,94-16.png,1c,1
94,A man at a food truck viewing the menu.,94_A man._0_dalle_v2.png,DALL-E2,94-17.png,2a,2
94,A man at a food truck viewing the menu.,94_A man._1_dalle_v2.png,DALL-E2,94-18.png,2a,2
94,A man at a food truck viewing the menu.,94_A man._2_dalle_v2.png,DALL-E2,94-19.png,2a,2
94,A man at a food truck viewing the menu.,94_A man._3_dalle_v2.png,DALL-E2,94-20.png,2a,2
